GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:0051960~regulation of nervous system development,18,0.009443038,"7087, 51738, 28514, 1000, 114798, 1075, 182, 26228, 83999, 411, 567, 50674, 78999, 5468, 8536, 57715, 10501, 139065",181,1.977184367,"['ICAM5', 'GHRL', 'DLL1', 'CDH2', 'SLITRK1', 'CTSC', 'JAG1', 'STAP1', 'KREMEN1', 'ARSB', 'B2M', 'NEUROG3', 'LRFN4', 'PPARG', 'CAMK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0030182~neuron differentiation,23,0.013354683,"51738, 7412, 28514, 1000, 114798, 182, 118427, 83999, 411, 3918, 885, 2861, 567, 79778, 2277, 3909, 50674, 342035, 8536, 57715, 10501, 718, 139065",181,1.723272269,"['GHRL', 'VCAM1', 'DLL1', 'CDH2', 'SLITRK1', 'JAG1', 'OLFM3', 'KREMEN1', 'ARSB', 'LAMC2', 'CCK', 'GPR37', 'B2M', 'MICALL2', 'VEGFD', 'LAMA3', 'NEUROG3', 'GLDN', 'CAMK1', 'SEMA4G', 'SEMA6B', 'C3', 'SLITRK4']"
GO:0048699~generation of neurons,25,0.015942455,"51738, 28514, 1000, 118427, 83999, 411, 3918, 2861, 79778, 50674, 718, 7412, 114798, 182, 26228, 885, 567, 3909, 2277, 5468, 342035, 8536, 57715, 10501, 139065",181,1.645622007,"['GHRL', 'DLL1', 'CDH2', 'OLFM3', 'KREMEN1', 'ARSB', 'LAMC2', 'GPR37', 'MICALL2', 'NEUROG3', 'C3', 'VCAM1', 'SLITRK1', 'JAG1', 'STAP1', 'CCK', 'B2M', 'LAMA3', 'VEGFD', 'PPARG', 'GLDN', 'CAMK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0048666~neuron development,19,0.021919997,"51738, 1000, 114798, 118427, 83999, 411, 3918, 885, 2861, 567, 79778, 3909, 50674, 342035, 8536, 57715, 10501, 718, 139065",181,1.760929827,"['GHRL', 'CDH2', 'SLITRK1', 'OLFM3', 'KREMEN1', 'ARSB', 'LAMC2', 'CCK', 'GPR37', 'B2M', 'MICALL2', 'LAMA3', 'NEUROG3', 'GLDN', 'CAMK1', 'SEMA4G', 'SEMA6B', 'C3', 'SLITRK4']"
GO:0048468~cell development,32,0.027972174,"51738, 28514, 1000, 118427, 56975, 80781, 83999, 3479, 411, 3918, 2861, 79778, 50674, 132141, 718, 7132, 5972, 2683, 114798, 182, 26228, 5806, 3567, 885, 567, 3909, 5468, 342035, 8536, 57715, 10501, 139065",181,1.455719892,"['GHRL', 'DLL1', 'CDH2', 'OLFM3', 'FAM20C', 'COL18A1', 'KREMEN1', 'IGF1', 'ARSB', 'LAMC2', 'GPR37', 'MICALL2', 'NEUROG3', 'IQCF1', 'C3', 'TNFRSF1A', 'REN', 'B4GALT1', 'SLITRK1', 'JAG1', 'STAP1', 'PTX3', 'IL5', 'CCK', 'B2M', 'LAMA3', 'PPARG', 'GLDN', 'CAMK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0045595~regulation of cell differentiation,28,0.031565913,"5068, 3486, 28514, 1000, 5618, 56975, 83999, 3479, 411, 85477, 50674, 64093, 7132, 2660, 114798, 182, 26228, 23051, 1401, 3567, 325, 3488, 567, 5468, 8536, 947, 57715, 10501",181,1.493258123,"['REG3A', 'IGFBP3', 'DLL1', 'CDH2', 'PRLR', 'FAM20C', 'KREMEN1', 'IGF1', 'ARSB', 'SCIN', 'NEUROG3', 'SMOC1', 'TNFRSF1A', 'MSTN', 'SLITRK1', 'JAG1', 'STAP1', 'ZHX3', 'CRP', 'IL5', 'APCS', 'IGFBP5', 'B2M', 'PPARG', 'CAMK1', 'CD34', 'SEMA4G', 'SEMA6B']"
GO:0022008~neurogenesis,25,0.033424591,"51738, 28514, 1000, 118427, 83999, 411, 3918, 2861, 79778, 50674, 718, 7412, 114798, 182, 26228, 885, 567, 3909, 2277, 5468, 342035, 8536, 57715, 10501, 139065",181,1.534022353,"['GHRL', 'DLL1', 'CDH2', 'OLFM3', 'KREMEN1', 'ARSB', 'LAMC2', 'GPR37', 'MICALL2', 'NEUROG3', 'C3', 'VCAM1', 'SLITRK1', 'JAG1', 'STAP1', 'CCK', 'B2M', 'LAMA3', 'VEGFD', 'PPARG', 'GLDN', 'CAMK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0031175~neuron projection development,16,0.038895676,"51738, 1000, 114798, 83999, 411, 3918, 885, 2861, 567, 79778, 3909, 50674, 8536, 57715, 10501, 139065",181,1.753888391,"['GHRL', 'CDH2', 'SLITRK1', 'KREMEN1', 'ARSB', 'LAMC2', 'CCK', 'GPR37', 'B2M', 'MICALL2', 'LAMA3', 'NEUROG3', 'CAMK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0031344~regulation of cell projection organization,12,0.071392739,"83999, 411, 53841, 567, 1000, 50674, 2660, 8536, 114798, 57715, 26228, 10501",181,1.791909748,"['KREMEN1', 'ARSB', 'CDHR5', 'B2M', 'CDH2', 'NEUROG3', 'MSTN', 'CAMK1', 'SLITRK1', 'SEMA4G', 'STAP1', 'SEMA6B']"
GO:0007399~nervous system development,32,0.08510213,"51738, 7087, 28514, 1000, 118427, 83999, 411, 3918, 2861, 79778, 85477, 50674, 718, 7412, 114798, 1075, 182, 26228, 51052, 84417, 2675, 885, 567, 3909, 2277, 78999, 5468, 342035, 8536, 57715, 10501, 139065",181,1.317106625,"['GHRL', 'ICAM5', 'DLL1', 'CDH2', 'OLFM3', 'KREMEN1', 'ARSB', 'LAMC2', 'GPR37', 'MICALL2', 'SCIN', 'NEUROG3', 'C3', 'VCAM1', 'SLITRK1', 'CTSC', 'JAG1', 'STAP1', 'PRLH', 'ECRG4', 'GFRA2', 'CCK', 'B2M', 'LAMA3', 'VEGFD', 'LRFN4', 'PPARG', 'GLDN', 'CAMK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0030030~cell projection organization,21,0.11634306,"51738, 1000, 2660, 114798, 26228, 83999, 411, 3918, 53841, 885, 2861, 567, 79778, 3909, 85477, 50674, 342035, 8536, 57715, 10501, 139065",181,1.388313976,"['GHRL', 'CDH2', 'MSTN', 'SLITRK1', 'STAP1', 'KREMEN1', 'ARSB', 'LAMC2', 'CDHR5', 'CCK', 'GPR37', 'B2M', 'MICALL2', 'LAMA3', 'SCIN', 'NEUROG3', 'GLDN', 'CAMK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0061564~axon development,9,0.126715934,"83999, 885, 3918, 3909, 50674, 114798, 57715, 10501, 139065",181,1.799459929,"['KREMEN1', 'CCK', 'LAMC2', 'LAMA3', 'NEUROG3', 'SLITRK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0000904~cell morphogenesis involved in differentiation,11,0.181449287,"80781, 885, 3918, 79778, 3909, 1000, 50674, 114798, 57715, 10501, 139065",181,1.52723994,"['COL18A1', 'CCK', 'LAMC2', 'MICALL2', 'LAMA3', 'CDH2', 'NEUROG3', 'SLITRK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0007409~axonogenesis,7,0.26976358,"885, 3918, 3909, 114798, 57715, 10501, 139065",181,1.600376211,"['CCK', 'LAMC2', 'LAMA3', 'SLITRK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0000902~cell morphogenesis,12,0.39449531,"80781, 885, 3918, 79778, 3909, 1001, 1000, 50674, 114798, 57715, 10501, 139065",181,1.214422246,"['COL18A1', 'CCK', 'LAMC2', 'MICALL2', 'LAMA3', 'CDH3', 'CDH2', 'NEUROG3', 'SLITRK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0007411~axon guidance,4,0.414532384,"3918, 3909, 57715, 10501",181,1.701481367,"['LAMC2', 'LAMA3', 'SEMA4G', 'SEMA6B']"
GO:0097485~neuron projection guidance,4,0.417198758,"3918, 3909, 57715, 10501",181,1.694729457,"['LAMC2', 'LAMA3', 'SEMA4G', 'SEMA6B']"
GO:0048667~cell morphogenesis involved in neuron differentiation,7,0.458913335,"885, 3918, 3909, 114798, 57715, 10501, 139065",181,1.284150671,"['CCK', 'LAMC2', 'LAMA3', 'SLITRK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0032989~cellular component morphogenesis,12,0.531731605,"80781, 885, 3918, 79778, 3909, 1001, 1000, 50674, 114798, 57715, 10501, 139065",181,1.095055957,"['COL18A1', 'CCK', 'LAMC2', 'MICALL2', 'LAMA3', 'CDH3', 'CDH2', 'NEUROG3', 'SLITRK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0048812~neuron projection morphogenesis,7,0.546779375,"885, 3918, 3909, 114798, 57715, 10501, 139065",181,1.17327424,"['CCK', 'LAMC2', 'LAMA3', 'SLITRK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0048858~cell projection morphogenesis,7,0.57269089,"885, 3918, 3909, 114798, 57715, 10501, 139065",181,1.142776285,"['CCK', 'LAMC2', 'LAMA3', 'SLITRK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0032990~cell part morphogenesis,7,0.602232174,"885, 3918, 3909, 114798, 57715, 10501, 139065",181,1.10886601,"['CCK', 'LAMC2', 'LAMA3', 'SLITRK1', 'SEMA4G', 'SEMA6B', 'SLITRK4']"
GO:0030900~forebrain development,4,0.746036589,"567, 1000, 50674, 10501",181,1.029088731,"['B2M', 'CDH2', 'NEUROG3', 'SEMA6B']"
GO:0007417~central nervous system development,9,0.817228124,"84417, 411, 567, 28514, 1000, 50674, 85477, 5468, 10501",181,0.866466729,"['ECRG4', 'ARSB', 'B2M', 'DLL1', 'CDH2', 'NEUROG3', 'SCIN', 'PPARG', 'SEMA6B']"
GO:0007420~brain development,5,0.948957056,"567, 28514, 1000, 50674, 10501",181,0.654215415,"['B2M', 'DLL1', 'CDH2', 'NEUROG3', 'SEMA6B']"
GO:0060322~head development,5,0.962951692,"567, 28514, 1000, 50674, 10501",181,0.617155814,"['B2M', 'DLL1', 'CDH2', 'NEUROG3', 'SEMA6B']"
GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules,5,0.081204027,"53841, 90952, 1001, 1000, 1824",181,3.050513023,"['CDHR5', 'ESAM', 'CDH3', 'CDH2', 'DSC2']"
GO:0007043~cell-cell junction assembly,4,0.144611717,"90952, 79778, 1001, 1000",181,3.028878179,"['ESAM', 'MICALL2', 'CDH3', 'CDH2']"
GO:0034330~cell junction organization,6,0.152068316,"90952, 79778, 3909, 1001, 1000, 5657",181,2.121217665,"['ESAM', 'MICALL2', 'LAMA3', 'CDH3', 'CDH2', 'PRTN3']"
GO:0034329~cell junction assembly,5,0.215569612,"90952, 79778, 3909, 1001, 1000",181,2.085311637,"['ESAM', 'MICALL2', 'LAMA3', 'CDH3', 'CDH2']"
GO:0045216~cell-cell junction organization,5,0.258172273,"90952, 79778, 1001, 1000, 5657",181,1.920286975,"['ESAM', 'MICALL2', 'CDH3', 'CDH2', 'PRTN3']"
GO:0044087~regulation of cellular component biogenesis,17,0.057670671,"22976, 7087, 51738, 7037, 90952, 2660, 114798, 8493, 26228, 3936, 3958, 3567, 85477, 78999, 79959, 139065, 4869",181,1.624937555,"['PAXIP1', 'ICAM5', 'GHRL', 'TFRC', 'ESAM', 'MSTN', 'SLITRK1', 'PPM1D', 'STAP1', 'LCP1', 'LGALS3', 'IL5', 'SCIN', 'LRFN4', 'CEP76', 'SLITRK4', 'NPM1']"
GO:0044089~positive regulation of cellular component biogenesis,10,0.137702377,"22976, 3936, 3958, 51738, 7037, 3567, 2660, 85477, 114798, 139065",181,1.686697564,"['PAXIP1', 'LCP1', 'LGALS3', 'GHRL', 'TFRC', 'IL5', 'MSTN', 'SCIN', 'SLITRK1', 'SLITRK4']"
GO:0070271~protein complex biogenesis,16,0.182587624,"22976, 5286, 7037, 90952, 8493, 5618, 3936, 3958, 3567, 325, 567, 79778, 85477, 735, 4710, 10972",181,1.375432603,"['PAXIP1', 'PIK3C2A', 'TFRC', 'ESAM', 'PPM1D', 'PRLR', 'LCP1', 'LGALS3', 'IL5', 'APCS', 'B2M', 'MICALL2', 'SCIN', 'C9', 'NDUFB4', 'TMED10']"
GO:0006461~protein complex assembly,16,0.182587624,"22976, 5286, 7037, 90952, 8493, 5618, 3936, 3958, 3567, 325, 567, 79778, 85477, 735, 4710, 10972",181,1.375432603,"['PAXIP1', 'PIK3C2A', 'TFRC', 'ESAM', 'PPM1D', 'PRLR', 'LCP1', 'LGALS3', 'IL5', 'APCS', 'B2M', 'MICALL2', 'SCIN', 'C9', 'NDUFB4', 'TMED10']"
GO:0031334~positive regulation of protein complex assembly,6,0.184168989,"22976, 3936, 3958, 7037, 3567, 85477",181,1.983305681,"['PAXIP1', 'LCP1', 'LGALS3', 'TFRC', 'IL5', 'SCIN']"
GO:0043254~regulation of protein complex assembly,8,0.240826377,"22976, 3936, 3958, 7037, 3567, 90952, 85477, 8493",181,1.578823746,"['PAXIP1', 'LCP1', 'LGALS3', 'TFRC', 'IL5', 'ESAM', 'SCIN', 'PPM1D']"
GO:0071822~protein complex subunit organization,17,0.257536632,"22976, 5286, 7037, 90952, 8493, 5618, 3936, 3958, 80781, 3567, 325, 567, 79778, 85477, 735, 4710, 10972",181,1.270157627,"['PAXIP1', 'PIK3C2A', 'TFRC', 'ESAM', 'PPM1D', 'PRLR', 'LCP1', 'LGALS3', 'COL18A1', 'IL5', 'APCS', 'B2M', 'MICALL2', 'SCIN', 'C9', 'NDUFB4', 'TMED10']"
GO:0045683~negative regulation of epidermis development,3,0.016130088,"5068, 1001, 28514",181,15.25256511,"['REG3A', 'CDH3', 'DLL1']"
GO:0030857~negative regulation of epithelial cell differentiation,3,0.095907018,"5068, 28514, 182",181,5.719711918,"['REG3A', 'DLL1', 'JAG1']"
GO:0008544~epidermis development,7,0.165480761,"5068, 3918, 3488, 3909, 1001, 28514, 182",181,1.88731235,"['REG3A', 'LAMC2', 'IGFBP5', 'LAMA3', 'CDH3', 'DLL1', 'JAG1']"
GO:0045682~regulation of epidermis development,3,0.197826478,"5068, 1001, 28514",181,3.639816675,"['REG3A', 'CDH3', 'DLL1']"
GO:0098773~skin epidermis development,3,0.238841962,"3488, 1001, 28514",181,3.203038674,"['IGFBP5', 'CDH3', 'DLL1']"
GO:0043588~skin development,5,0.375798033,"5068, 3488, 1001, 28514, 182",181,1.603122459,"['REG3A', 'IGFBP5', 'CDH3', 'DLL1', 'JAG1']"
GO:0009913~epidermal cell differentiation,4,0.442698759,"5068, 1001, 28514, 182",181,1.630045127,"['REG3A', 'CDH3', 'DLL1', 'JAG1']"
GO:0030216~keratinocyte differentiation,3,0.513531485,"5068, 1001, 182",181,1.740781888,"['REG3A', 'CDH3', 'JAG1']"
GO:1902003~regulation of beta-amyloid formation,3,0.073660478,"3479, 10418, 10972",181,6.672997238,"['IGF1', 'SPON1', 'TMED10']"
GO:1902991~regulation of amyloid precursor protein catabolic process,3,0.08455791,"3479, 10418, 10972",181,6.159689758,"['IGF1', 'SPON1', 'TMED10']"
GO:0042987~amyloid precursor protein catabolic process,3,0.135356384,"3479, 10418, 10972",181,4.642085035,"['IGF1', 'SPON1', 'TMED10']"
GO:0042982~amyloid precursor protein metabolic process,3,0.218247905,"3479, 10418, 10972",181,3.407487951,"['IGF1', 'SPON1', 'TMED10']"
GO:0045445~myoblast differentiation,5,0.019583593,"3479, 28514, 3486, 2660, 182",181,4.8530889,"['IGF1', 'DLL1', 'IGFBP3', 'MSTN', 'JAG1']"
GO:0035924~cellular response to vascular endothelial growth factor stimulus,4,0.034049223,"7412, 2277, 28514, 3164",181,5.619366095,"['VCAM1', 'VEGFD', 'DLL1', 'NR4A1']"
GO:1901862~negative regulation of muscle tissue development,3,0.110656528,"3488, 28514, 2660",181,5.250883072,"['IGFBP5', 'DLL1', 'MSTN']"
GO:0045661~regulation of myoblast differentiation,3,0.164417575,"28514, 3486, 2660",181,4.106459839,"['DLL1', 'IGFBP3', 'MSTN']"
GO:0042692~muscle cell differentiation,8,0.166629728,"3479, 3488, 28514, 1000, 3486, 2660, 8536, 182",181,1.7647596,"['IGF1', 'IGFBP5', 'DLL1', 'CDH2', 'IGFBP3', 'MSTN', 'CAMK1', 'JAG1']"
GO:1901861~regulation of muscle tissue development,4,0.169095927,"3479, 3488, 28514, 2660",181,2.809683047,"['IGF1', 'IGFBP5', 'DLL1', 'MSTN']"
GO:0051147~regulation of muscle cell differentiation,5,0.191589766,"3479, 28514, 3486, 2660, 8536",181,2.187867947,"['IGF1', 'DLL1', 'IGFBP3', 'MSTN', 'CAMK1']"
GO:0061061~muscle structure development,10,0.231978207,"3479, 1674, 3488, 28514, 1000, 3486, 2660, 8536, 182, 3164",181,1.478780551,"['IGF1', 'DES', 'IGFBP5', 'DLL1', 'CDH2', 'IGFBP3', 'MSTN', 'CAMK1', 'JAG1', 'NR4A1']"
GO:0060538~skeletal muscle organ development,4,0.248051869,"1674, 28514, 2660, 3164",181,2.308496342,"['DES', 'DLL1', 'MSTN', 'NR4A1']"
GO:0043491~protein kinase B signaling,4,0.331325823,"3479, 3488, 375033, 2660",181,1.959045061,"['IGF1', 'IGFBP5', 'PEAR1', 'MSTN']"
GO:0051149~positive regulation of muscle cell differentiation,3,0.348662971,"3479, 3486, 8536",181,2.42654445,"['IGF1', 'IGFBP3', 'CAMK1']"
GO:0016202~regulation of striated muscle tissue development,3,0.399352621,"3479, 28514, 2660",181,2.16421532,"['IGF1', 'DLL1', 'MSTN']"
GO:0048634~regulation of muscle organ development,3,0.414855426,"3479, 28514, 2660",181,2.107262286,"['IGF1', 'DLL1', 'MSTN']"
GO:0007519~skeletal muscle tissue development,3,0.481044295,"28514, 2660, 3164",181,1.851467442,"['DLL1', 'MSTN', 'NR4A1']"
GO:0051146~striated muscle cell differentiation,4,0.542013035,"3479, 3488, 28514, 1000",181,1.400235486,"['IGF1', 'IGFBP5', 'DLL1', 'CDH2']"
GO:0007517~muscle organ development,5,0.55200015,"3479, 1674, 28514, 2660, 3164",181,1.271047093,"['IGF1', 'DES', 'DLL1', 'MSTN', 'NR4A1']"
GO:0051896~regulation of protein kinase B signaling,3,0.561048346,"3479, 3488, 2660",181,1.593551579,"['IGF1', 'IGFBP5', 'MSTN']"
GO:0060537~muscle tissue development,5,0.583459262,"3479, 3488, 28514, 2660, 3164",181,1.221601325,"['IGF1', 'IGFBP5', 'DLL1', 'MSTN', 'NR4A1']"
GO:0071363~cellular response to growth factor stimulus,7,0.701266081,"56975, 7412, 2277, 28514, 2660, 5468, 3164",181,0.999165362,"['FAM20C', 'VCAM1', 'VEGFD', 'DLL1', 'MSTN', 'PPARG', 'NR4A1']"
GO:0014706~striated muscle tissue development,4,0.735596255,"3479, 28514, 2660, 3164",181,1.046744665,"['IGF1', 'DLL1', 'MSTN', 'NR4A1']"
GO:0070848~response to growth factor,7,0.736386344,"56975, 7412, 2277, 28514, 2660, 5468, 3164",181,0.960637134,"['FAM20C', 'VCAM1', 'VEGFD', 'DLL1', 'MSTN', 'PPARG', 'NR4A1']"
GO:0090287~regulation of cellular response to growth factor stimulus,3,0.855916435,"56975, 28514, 5468",181,0.87995568,"['FAM20C', 'DLL1', 'PPARG']"
GO:0031667~response to nutrient levels,11,0.018534545,"9388, 51052, 51738, 355, 411, 7037, 7412, 5468, 8493, 1824, 5617",181,2.358328341,"['LIPG', 'PRLH', 'GHRL', 'FAS', 'ARSB', 'TFRC', 'VCAM1', 'PPARG', 'PPM1D', 'DSC2', 'PRL']"
GO:0009991~response to extracellular stimulus,11,0.026139837,"9388, 51052, 51738, 355, 411, 7037, 7412, 5468, 8493, 1824, 5617",181,2.228553157,"['LIPG', 'PRLH', 'GHRL', 'FAS', 'ARSB', 'TFRC', 'VCAM1', 'PPARG', 'PPM1D', 'DSC2', 'PRL']"
GO:0042594~response to starvation,4,0.339233874,"355, 5468, 8493, 1824",181,1.932451689,"['FAS', 'PPARG', 'PPM1D', 'DSC2']"
GO:0071496~cellular response to external stimulus,5,0.391407785,"7132, 355, 5468, 8493, 1824",181,1.570116997,"['TNFRSF1A', 'FAS', 'PPARG', 'PPM1D', 'DSC2']"
GO:0031669~cellular response to nutrient levels,4,0.394652009,"355, 5468, 8493, 1824",181,1.7647596,"['FAS', 'PPARG', 'PPM1D', 'DSC2']"
GO:0031668~cellular response to extracellular stimulus,4,0.459881826,"355, 5468, 8493, 1824",181,1.575910787,"['FAS', 'PPARG', 'PPM1D', 'DSC2']"
GO:0009267~cellular response to starvation,3,0.503286527,"355, 8493, 1824",181,1.769634627,"['FAS', 'PPM1D', 'DSC2']"
GO:0010823~negative regulation of mitochondrion organization,3,0.110656528,"3479, 7037, 5468",181,5.250883072,"['IGF1', 'TFRC', 'PPARG']"
GO:0010821~regulation of mitochondrion organization,5,0.112613026,"3479, 7037, 57048, 79778, 5468",181,2.709846594,"['IGF1', 'TFRC', 'PLSCR3', 'MICALL2', 'PPARG']"
GO:0007005~mitochondrion organization,7,0.467100678,"3479, 7037, 57048, 79778, 5468, 4710, 440574",181,1.27321242,"['IGF1', 'TFRC', 'PLSCR3', 'MICALL2', 'PPARG', 'NDUFB4', 'MICOS10']"
GO:2001233~regulation of apoptotic signaling pathway,8,0.102160792,"3958, 8575, 1512, 117584, 355, 3479, 57048, 1075",181,2.014489732,"['LGALS3', 'PRKRA', 'CTSH', 'RFFL', 'FAS', 'IGF1', 'PLSCR3', 'CTSC']"
GO:0097190~apoptotic signaling pathway,9,0.241139729,"7132, 3958, 8575, 1512, 117584, 355, 3479, 57048, 1075",181,1.513246618,"['TNFRSF1A', 'LGALS3', 'PRKRA', 'CTSH', 'RFFL', 'FAS', 'IGF1', 'PLSCR3', 'CTSC']"
GO:2001235~positive regulation of apoptotic signaling pathway,4,0.243414237,"8575, 1512, 355, 1075",181,2.33372581,"['PRKRA', 'CTSH', 'FAS', 'CTSC']"
GO:0045995~regulation of embryonic development,5,0.077077333,"3479, 6871, 3909, 28514, 182",181,3.103719645,"['IGF1', 'TADA2A', 'LAMA3', 'DLL1', 'JAG1']"
GO:0035051~cardiocyte differentiation,4,0.199566103,"3479, 7412, 28514, 182",181,2.58831408,"['IGF1', 'VCAM1', 'DLL1', 'JAG1']"
GO:0009790~embryo development,7,0.95571487,"8575, 80781, 3479, 3909, 28514, 182, 1846",181,0.661394416,"['PRKRA', 'COL18A1', 'IGF1', 'LAMA3', 'DLL1', 'JAG1', 'DUSP4']"
GO:0043281~regulation of cysteine-type endopeptidase activity involved in apoptotic process,5,0.115577973,"332, 117584, 355, 5468, 3164",181,2.682611955,"['BIRC5', 'RFFL', 'FAS', 'PPARG', 'NR4A1']"
GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,3,0.132203779,"332, 117584, 3164",181,4.710350991,"['BIRC5', 'RFFL', 'NR4A1']"
GO:2000116~regulation of cysteine-type endopeptidase activity,5,0.171283449,"332, 117584, 355, 5468, 3164",181,2.30103353,"['BIRC5', 'RFFL', 'FAS', 'PPARG', 'NR4A1']"
GO:2000117~negative regulation of cysteine-type endopeptidase activity,3,0.174337542,"332, 117584, 3164",181,3.954368733,"['BIRC5', 'RFFL', 'NR4A1']"
GO:0052548~regulation of endopeptidase activity,5,0.374086223,"332, 117584, 355, 5468, 3164",181,1.607951142,"['BIRC5', 'RFFL', 'FAS', 'PPARG', 'NR4A1']"
GO:0010951~negative regulation of endopeptidase activity,3,0.414855426,"332, 117584, 3164",181,2.107262286,"['BIRC5', 'RFFL', 'NR4A1']"
GO:0045088~regulation of innate immune response,9,0.044923307,"9212, 9865, 3929, 146722, 5468, 5648, 85363, 11326, 718",181,2.271658634,"['AURKB', 'TRIL', 'LBP', 'CD300LF', 'PPARG', 'MASP1', 'TRIM5', 'VSIG4', 'C3']"
GO:0002764~immune response-regulating signaling pathway,10,0.083248606,"3958, 338339, 1512, 151888, 9865, 3929, 146722, 925, 5648, 26228",181,1.886359643,"['LGALS3', 'CLEC4D', 'CTSH', 'BTLA', 'TRIL', 'LBP', 'CD300LF', 'CD8A', 'MASP1', 'STAP1']"
GO:0031349~positive regulation of defense response,8,0.161854516,"7132, 9865, 3929, 146722, 5648, 85363, 9173, 718",181,1.77946593,"['TNFRSF1A', 'TRIL', 'LBP', 'CD300LF', 'MASP1', 'TRIM5', 'IL1RL1', 'C3']"
GO:0002218~activation of innate immune response,5,0.233691352,"9865, 3929, 146722, 5648, 85363",181,2.014489732,"['TRIL', 'LBP', 'CD300LF', 'MASP1', 'TRIM5']"
GO:0002221~pattern recognition receptor signaling pathway,4,0.283364961,"9865, 3929, 146722, 5648",181,2.146089564,"['TRIL', 'LBP', 'CD300LF', 'MASP1']"
GO:0002224~toll-like receptor signaling pathway,3,0.324891834,"9865, 3929, 146722",181,2.562430939,"['TRIL', 'LBP', 'CD300LF']"
GO:0045089~positive regulation of innate immune response,5,0.375798033,"9865, 3929, 146722, 5648, 85363",181,1.603122459,"['TRIL', 'LBP', 'CD300LF', 'MASP1', 'TRIM5']"
GO:0002757~immune response-activating signal transduction,7,0.380996788,"3958, 9865, 3929, 146722, 925, 5648, 26228",181,1.396963908,"['LGALS3', 'TRIL', 'LBP', 'CD300LF', 'CD8A', 'MASP1', 'STAP1']"
GO:0002758~innate immune response-activating signal transduction,4,0.394652009,"9865, 3929, 146722, 5648",181,1.7647596,"['TRIL', 'LBP', 'CD300LF', 'MASP1']"
GO:2000279~negative regulation of DNA biosynthetic process,3,0.053425648,"100134934, 5468, 3183",181,8.007596685,"['TEN1', 'PPARG', 'HNRNPC']"
GO:0010639~negative regulation of organelle organization,9,0.059601972,"9212, 332, 3479, 7037, 100134934, 85477, 5468, 3183, 4869",181,2.140114927,"['AURKB', 'BIRC5', 'IGF1', 'TFRC', 'TEN1', 'SCIN', 'PPARG', 'HNRNPC', 'NPM1']"
GO:0032210~regulation of telomere maintenance via telomerase,3,0.09017904,"9212, 100134934, 3183",181,5.9315531,"['AURKB', 'TEN1', 'HNRNPC']"
GO:2000278~regulation of DNA biosynthetic process,4,0.111451438,"9212, 100134934, 5468, 3183",181,3.416574586,"['AURKB', 'TEN1', 'PPARG', 'HNRNPC']"
GO:1904356~regulation of telomere maintenance via telomere lengthening,3,0.11671363,"9212, 100134934, 3183",181,5.084188371,"['AURKB', 'TEN1', 'HNRNPC']"
GO:0007004~telomere maintenance via telomerase,3,0.132203779,"9212, 100134934, 3183",181,4.710350991,"['AURKB', 'TEN1', 'HNRNPC']"
GO:0006278~RNA-dependent DNA biosynthetic process,3,0.154604598,"9212, 100134934, 3183",181,4.270718232,"['AURKB', 'TEN1', 'HNRNPC']"
GO:0010833~telomere maintenance via telomere lengthening,3,0.181003677,"9212, 100134934, 3183",181,3.85908274,"['AURKB', 'TEN1', 'HNRNPC']"
GO:2001251~negative regulation of chromosome organization,4,0.185230448,"9212, 332, 100134934, 3183",181,2.685986309,"['AURKB', 'BIRC5', 'TEN1', 'HNRNPC']"
GO:0032204~regulation of telomere maintenance,3,0.256078136,"9212, 100134934, 3183",181,3.050513023,"['AURKB', 'TEN1', 'HNRNPC']"
GO:0071897~DNA biosynthetic process,4,0.273015331,"9212, 100134934, 5468, 3183",181,2.190111914,"['AURKB', 'TEN1', 'PPARG', 'HNRNPC']"
GO:0051052~regulation of DNA metabolic process,8,0.316073786,"22976, 9212, 7037, 84787, 100134934, 5468, 3183, 4869",181,1.440377144,"['PAXIP1', 'AURKB', 'TFRC', 'KMT5C', 'TEN1', 'PPARG', 'HNRNPC', 'NPM1']"
