GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:0007049~cell cycle,43,0.005234833,"6197, 5781, 6198, 137886, 261726, 124790, 23326, 80124, 375, 1017, 10614, 1950, 57026, 27243, 5579, 5810, 10298, 10015, 815, 27183, 2648, 140609, 4361, 7332, 129531, 9874, 57099, 23236, 1490, 1072, 9493, 79643, 2035, 5687, 207, 5501, 5524, 7329, 8877, 51119, 6714, 5902, 127829",304,1.529642079
GO:1903047~mitotic cell cycle process,24,0.005533245,"4361, 6198, 129531, 137886, 57099, 23236, 1072, 9493, 375, 1017, 79643, 1950, 27243, 5687, 207, 7329, 5579, 8877, 5524, 815, 51119, 10015, 27183, 5902",304,1.8537763
GO:0045931~positive regulation of mitotic cell cycle,9,0.009249226,"5781, 6198, 137886, 1950, 207, 8877, 23236, 5902, 23326",304,3.075923175
GO:0007346~regulation of mitotic cell cycle,18,0.016845629,"140609, 4361, 5781, 6198, 137886, 57099, 23236, 23326, 1017, 79643, 1950, 57026, 27243, 5687, 207, 8877, 27183, 5902",304,1.872738823
GO:0022402~cell cycle process,30,0.033281339,"6198, 137886, 375, 1017, 1950, 57026, 27243, 5579, 5810, 10015, 815, 27183, 2648, 140609, 4361, 7332, 129531, 57099, 23236, 1490, 1072, 9493, 79643, 5687, 207, 5524, 7329, 8877, 51119, 5902",304,1.476062205
GO:0045787~positive regulation of cell cycle,12,0.039251859,"5781, 6198, 137886, 1950, 207, 8877, 23236, 1490, 6714, 5902, 23326, 9493",304,1.996934417
GO:0010564~regulation of cell cycle process,19,0.04096977,"4361, 137886, 57099, 23236, 1490, 9493, 1017, 79643, 1950, 57026, 27243, 5687, 207, 8877, 5810, 10015, 27183, 5902, 2648",304,1.650017077
GO:0051785~positive regulation of nuclear division,5,0.046305491,"137886, 1950, 8877, 23236, 5902",304,3.695876683
GO:0051783~regulation of nuclear division,9,0.054681862,"79643, 137886, 1950, 57026, 27243, 5810, 8877, 23236, 5902",304,2.192037205
GO:0000280~nuclear division,14,0.0874408,"4361, 137886, 23236, 9493, 79643, 1950, 57026, 27243, 8877, 5810, 5524, 51119, 27183, 5902",304,1.638981778
GO:0045840~positive regulation of mitotic nuclear division,4,0.091088538,"137886, 1950, 8877, 5902",304,3.739357585
GO:0007067~mitotic nuclear division,10,0.103553244,"79643, 137886, 1950, 27243, 5524, 8877, 51119, 27183, 5902, 9493",304,1.805939743
GO:0007051~spindle organization,7,0.110198373,"140609, 79643, 27243, 5524, 51119, 5902, 9493",304,2.139344003
GO:0007052~mitotic spindle organization,5,0.12813326,"79643, 27243, 5524, 51119, 9493",304,2.5841089
GO:0048285~organelle fission,14,0.132779171,"4361, 137886, 23236, 9493, 79643, 1950, 57026, 27243, 8877, 5810, 5524, 51119, 27183, 5902",304,1.523916276
GO:1902850~microtubule cytoskeleton organization involved in mitosis,5,0.133645061,"79643, 27243, 5524, 51119, 9493",304,2.542763158
GO:0007088~regulation of mitotic nuclear division,7,0.154713411,"79643, 137886, 1950, 57026, 27243, 8877, 5902",304,1.934711098
GO:0090068~positive regulation of cell cycle process,8,0.160710899,"137886, 1950, 207, 8877, 23236, 1490, 5902, 9493",304,1.79067828
GO:0000226~microtubule cytoskeleton organization,14,0.228562461,"140609, 137886, 1072, 9493, 1017, 79643, 1267, 27243, 1783, 5524, 51119, 10015, 5902, 2648",304,1.360805971
GO:0051225~spindle assembly,4,0.359489857,"140609, 79643, 27243, 9493",304,1.869678793
GO:0038166~angiotensin-activated signaling pathway,3,0.025437577,"5910, 815, 6714",304,11.9192023
GO:1904385~cellular response to angiotensin,3,0.079986298,"5910, 815, 6714",304,6.356907895
GO:1990776~response to angiotensin,3,0.109084128,"5910, 815, 6714",304,5.297423246
GO:2000074~regulation of type B pancreatic cell development,3,0.008202045,"572, 2932, 207",304,21.18969298
GO:0038034~signal transduction in absence of ligand,4,0.09731161,"572, 2932, 116986, 207",304,3.632518797
GO:0097192~extrinsic apoptotic signaling pathway in absence of ligand,4,0.09731161,"572, 2932, 116986, 207",304,3.632518797
GO:0030856~regulation of epithelial cell differentiation,5,0.289135792,"572, 2932, 3458, 207, 23236",304,1.837256617
GO:0070482~response to oxygen levels,13,0.014345125,"26608, 4089, 7424, 10273, 8994, 3066, 1490, 9361, 572, 5687, 867, 207, 6714",304,2.233508179
GO:0036293~response to decreased oxygen levels,12,0.018991391,"572, 26608, 4089, 7424, 10273, 8994, 5687, 867, 207, 1490, 6714, 9361",304,2.237035036
GO:0009628~response to abiotic stimulus,28,0.036330701,"11080, 6198, 9943, 7424, 10273, 8994, 3265, 3066, 9241, 9361, 572, 55364, 3337, 5810, 26608, 37, 4067, 4089, 5894, 1490, 3329, 2876, 2776, 5687, 207, 867, 5501, 6714",304,1.49073217
GO:0036294~cellular response to decreased oxygen levels,7,0.077981211,"572, 26608, 10273, 5687, 867, 207, 6714",304,2.354410331
GO:0071453~cellular response to oxygen levels,7,0.10633096,"572, 26608, 10273, 5687, 867, 207, 6714",304,2.160114333
GO:0001666~response to hypoxia,9,0.143514177,"572, 26608, 4089, 7424, 10273, 8994, 5687, 6714, 9361",304,1.749607677
GO:0071456~cellular response to hypoxia,5,0.313930715,"572, 26608, 10273, 5687, 6714",304,1.765807749
GO:0051186~cofactor metabolic process,19,5.16E-04,"6774, 93974, 9391, 8050, 441024, 51181, 3458, 10539, 54995, 57026, 644, 60496, 51027, 5226, 4522, 5634, 5315, 2539, 10797",304,2.553514799
GO:0072524~pyridine-containing compound metabolic process,10,0.001748174,"3458, 57026, 4860, 6774, 8050, 5226, 5634, 5315, 2539, 51181",304,3.653395342
GO:0006732~coenzyme metabolic process,13,0.012483513,"6774, 8050, 441024, 51181, 3458, 54995, 60496, 5226, 4522, 5634, 5315, 2539, 10797",304,2.276578585
GO:0019362~pyridine nucleotide metabolic process,8,0.016981869,"3458, 6774, 8050, 5226, 5634, 5315, 2539, 51181",304,3.027098997
GO:0046496~nicotinamide nucleotide metabolic process,8,0.016981869,"3458, 6774, 8050, 5226, 5634, 5315, 2539, 51181",304,3.027098997
GO:0019321~pentose metabolic process,3,0.019690478,"5226, 2539, 51181",304,13.62194549
GO:0006733~oxidoreduction coenzyme metabolic process,8,0.02706941,"3458, 6774, 8050, 5226, 5634, 5315, 2539, 51181",304,2.748933144
GO:0006098~pentose-phosphate shunt,3,0.028535281,"5226, 5634, 2539",304,11.21807276
GO:0006739~NADP metabolic process,4,0.029694755,"5226, 5634, 2539, 51181",304,5.913402693
GO:0019682~glyceraldehyde-3-phosphate metabolic process,3,0.042297779,"5226, 5634, 2539",304,9.081296992
GO:0006081~cellular aldehyde metabolic process,5,0.046305491,"57026, 5226, 5634, 11315, 2539",304,3.695876683
GO:0051156~glucose 6-phosphate metabolic process,3,0.062220901,"5226, 5634, 2539",304,7.334893725
GO:0009135~purine nucleoside diphosphate metabolic process,5,0.102101067,"572, 2987, 3458, 6774, 5315",304,2.812791104
GO:0009179~purine ribonucleoside diphosphate metabolic process,5,0.102101067,"572, 2987, 3458, 6774, 5315",304,2.812791104
GO:0044724~single-organism carbohydrate catabolic process,6,0.109667294,"572, 3458, 6774, 5226, 5315, 51181",304,2.369033998
GO:0009185~ribonucleoside diphosphate metabolic process,5,0.125414061,"572, 2987, 3458, 6774, 5315",304,2.605290121
GO:0009132~nucleoside diphosphate metabolic process,5,0.156620213,"572, 2987, 3458, 6774, 5315",304,2.389814998
GO:0016052~carbohydrate catabolic process,6,0.158991003,"572, 3458, 6774, 5226, 5315, 51181",304,2.095683921
GO:0046031~ADP metabolic process,4,0.207199469,"572, 3458, 6774, 5315",304,2.542763158
GO:0034250~positive regulation of cellular amide metabolic process,6,0.209744043,"55364, 3458, 6198, 6774, 5315, 56648",304,1.897584446
GO:0046365~monosaccharide catabolic process,3,0.219055007,"572, 5315, 51181",304,3.405486372
GO:0006090~pyruvate metabolic process,4,0.273860883,"3458, 6774, 8050, 5315",304,2.192037205
GO:0006096~glycolytic process,3,0.402493162,"3458, 6774, 5315",304,2.167127691
GO:0006757~ATP generation from ADP,3,0.407978236,"3458, 6774, 5315",304,2.142777942
GO:0006165~nucleoside diphosphate phosphorylation,3,0.450931871,"3458, 6774, 5315",304,1.966053988
GO:0046939~nucleotide phosphorylation,3,0.456177692,"3458, 6774, 5315",304,1.945992213
GO:0061640~cytoskeleton-dependent cytokinesis,6,0.026701952,"375, 129531, 10015, 1072, 27183, 9493",304,3.564621249
GO:0000281~mitotic cytokinesis,5,0.034219959,"375, 129531, 10015, 1072, 9493",304,4.074940958
GO:0032506~cytokinetic process,3,0.066522602,"375, 10015, 27183",304,7.063230994
GO:0000910~cytokinesis,6,0.085680884,"375, 129531, 10015, 1072, 27183, 9493",304,2.559828682
GO:0051301~cell division,14,0.22068503,"129531, 7424, 2251, 1072, 9493, 375, 1017, 57026, 2035, 5501, 7329, 10015, 27183, 127829",304,1.371289839
GO:1990778~protein localization to cell periphery,12,0.022419645,"9179, 9135, 64130, 4905, 3458, 55022, 5584, 2035, 10550, 207, 27183, 30844",304,2.185756296
GO:1905475~regulation of protein localization to membrane,8,0.02314231,"3458, 55022, 5584, 3265, 207, 10971, 27183, 163",304,2.841076154
GO:1905477~positive regulation of protein localization to membrane,6,0.031667955,"3458, 5584, 3265, 207, 10971, 163",304,3.405486372
GO:1904375~regulation of protein localization to cell periphery,6,0.040746616,"3458, 55022, 5584, 2035, 207, 27183",304,3.178453947
GO:0072657~protein localization to membrane,16,0.058196232,"9135, 9146, 9179, 64130, 5584, 3265, 163, 4905, 3458, 55022, 10550, 207, 10981, 27183, 10971, 30844",304,1.667385677
GO:1904377~positive regulation of protein localization to cell periphery,4,0.09731161,"3458, 5584, 2035, 207",304,3.632518797
GO:1903078~positive regulation of protein localization to plasma membrane,3,0.253866297,"3458, 5584, 207",304,3.075923175
GO:0072659~protein localization to plasma membrane,7,0.262237154,"4905, 3458, 55022, 5584, 10550, 207, 30844",304,1.61812201
GO:0070304~positive regulation of stress-activated protein kinase signaling cascade,8,0.013270754,"2081, 79444, 4067, 10550, 3265, 8877, 23236, 1490",304,3.178453947
GO:0032874~positive regulation of stress-activated MAPK cascade,7,0.038559571,"2081, 79444, 10550, 3265, 8877, 23236, 1490",304,2.816351599
GO:0051403~stress-activated MAPK cascade,9,0.059698277,"2081, 79444, 10550, 3265, 5601, 8877, 23236, 1490, 9261",304,2.150833498
GO:0070302~regulation of stress-activated protein kinase signaling cascade,8,0.07239196,"2081, 79444, 4067, 10550, 3265, 8877, 23236, 1490",304,2.201526544
GO:0046330~positive regulation of JNK cascade,5,0.13087704,"2081, 79444, 3265, 23236, 1490",304,2.563269312
GO:0032872~regulation of stress-activated MAPK cascade,7,0.150628193,"2081, 79444, 10550, 3265, 8877, 23236, 1490",304,1.951682248
GO:0007254~JNK cascade,6,0.190464967,"2081, 79444, 3265, 5601, 23236, 1490",304,1.966053988
GO:0046328~regulation of JNK cascade,5,0.293068916,"2081, 79444, 3265, 23236, 1490",304,1.826697671
GO:0009218~pyrimidine ribonucleotide metabolic process,3,0.099097093,"1503, 51251, 4830",304,5.609036378
GO:0046131~pyrimidine ribonucleoside metabolic process,3,0.151305073,"1503, 51251, 4830",304,4.334255383
GO:0006213~pyrimidine nucleoside metabolic process,3,0.184722114,"1503, 51251, 4830",304,3.814144737
GO:0006605~protein targeting,19,0.004162562,"9146, 9179, 7332, 5584, 4089, 9049, 6774, 93974, 55072, 3265, 22885, 3329, 3458, 84313, 207, 3841, 27183, 10971, 10204",304,2.111560315
GO:0072594~establishment of protein localization to organelle,17,0.008362928,"9146, 9179, 7332, 4089, 9049, 6774, 93974, 55072, 22885, 3329, 3458, 84313, 207, 3841, 27183, 10971, 10204",304,2.074230983
GO:0034504~protein localization to nucleus,12,0.027854217,"2932, 3458, 4089, 6774, 207, 3841, 5910, 26092, 6714, 11315, 10204, 10049",304,2.113099577
GO:0006913~nucleocytoplasmic transport,12,0.040986976,"5905, 2932, 3458, 5781, 4089, 6774, 207, 7329, 3841, 11315, 10204, 5902",304,1.981373889
GO:0051169~nuclear transport,12,0.04223804,"5905, 2932, 3458, 5781, 4089, 6774, 207, 7329, 3841, 11315, 10204, 5902",304,1.971134231
GO:1900182~positive regulation of protein localization to nucleus,5,0.099645307,"3458, 4089, 207, 6714, 11315",304,2.83790531
GO:1902593~single-organism nuclear import,6,0.258897658,"3458, 4089, 6774, 207, 3841, 10204",304,1.749607677
GO:0006606~protein import into nucleus,6,0.258897658,"3458, 4089, 6774, 207, 3841, 10204",304,1.749607677
GO:0044744~protein targeting to nucleus,6,0.261860188,"3458, 4089, 6774, 207, 3841, 10204",304,1.741618601
GO:0051170~nuclear import,6,0.273862013,"3458, 4089, 6774, 207, 3841, 10204",304,1.710378806
GO:0017038~protein import,7,0.311616818,"3329, 3458, 4089, 6774, 207, 3841, 10204",304,1.523916276
GO:0045834~positive regulation of lipid metabolic process,4,0.494621552,"3458, 4067, 207, 6714",304,1.513549499
GO:0071216~cellular response to biotic stimulus,5,0.622785017,"2932, 51571, 4067, 207, 6714",304,1.164268845
GO:0071219~cellular response to molecule of bacterial origin,4,0.741878111,"51571, 4067, 207, 6714",304,1.037862513
GO:0071222~cellular response to lipopolysaccharide,3,0.87843858,"4067, 207, 6714",304,0.829161899
GO:0070371~ERK1 and ERK2 cascade,11,0.034152083,"27330, 5781, 445329, 1950, 6464, 4067, 4089, 3265, 59272, 1490, 6714",304,2.138409384
GO:0070372~regulation of ERK1 and ERK2 cascade,9,0.138229627,"27330, 5781, 6464, 4067, 4089, 3265, 59272, 1490, 6714",304,1.765807749
GO:0070373~negative regulation of ERK1 and ERK2 cascade,4,0.141564468,"27330, 4067, 4089, 59272",304,3.06357007
GO:0043409~negative regulation of MAPK cascade,4,0.563658768,"27330, 4067, 4089, 59272",304,1.367076967
GO:0048015~phosphatidylinositol-mediated signaling,9,0.006699798,"6198, 1950, 6774, 116986, 867, 7337, 207, 23236, 6714",304,3.250691537
GO:0048017~inositol lipid-mediated signaling,9,0.007663909,"6198, 1950, 6774, 116986, 867, 7337, 207, 23236, 6714",304,3.178453947
GO:0014065~phosphatidylinositol 3-kinase signaling,7,0.023166715,"1950, 6774, 116986, 867, 7337, 207, 6714",304,3.178453947
GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling,5,0.046305491,"1950, 116986, 867, 7337, 6714",304,3.695876683
GO:0014066~regulation of phosphatidylinositol 3-kinase signaling,5,0.125414061,"1950, 116986, 867, 7337, 6714",304,2.605290121
GO:0008406~gonad development,4,0.744363163,"4089, 867, 7337, 6714",304,1.03364356
GO:0045137~development of primary sexual characteristics,4,0.756504299,"4089, 867, 7337, 6714",304,1.013053051
GO:0050673~epithelial cell proliferation,16,0.00856703,"2081, 7424, 5894, 6774, 93974, 116986, 3265, 9241, 374, 572, 2876, 1950, 207, 4830, 6778, 5813",304,2.132296149
GO:0050679~positive regulation of epithelial cell proliferation,10,0.00959661,"374, 572, 1950, 7424, 6774, 116986, 3265, 4830, 207, 9241",304,2.812791104
GO:0050678~regulation of epithelial cell proliferation,12,0.070285129,"374, 572, 2876, 1950, 7424, 6774, 93974, 116986, 3265, 4830, 207, 9241",304,1.807651534
GO:0071900~regulation of protein serine/threonine kinase activity,10,0.166411056,"2081, 9146, 3458, 10614, 1950, 4067, 3265, 207, 124790, 6714",304,1.617533815
GO:0043405~regulation of MAP kinase activity,6,0.180129048,"2081, 9146, 1950, 4067, 3265, 6714",304,2.007444598
GO:0071902~positive regulation of protein serine/threonine kinase activity,6,0.247068884,"2081, 3458, 1950, 3265, 207, 6714",304,1.782310625
GO:0043406~positive regulation of MAP kinase activity,4,0.282375826,"2081, 1950, 3265, 6714",304,2.154884032
GO:0032755~positive regulation of interleukin-6 production,6,0.023109939,"3329, 85480, 5450, 3458, 5781, 6774",304,3.703053143
GO:0032733~positive regulation of interleukin-10 production,4,0.027938388,"3329, 85480, 6774, 959",304,6.054197995
GO:0032635~interleukin-6 production,7,0.054383961,"3329, 85480, 5450, 3458, 5781, 6774, 3635",304,2.587113678
GO:0032613~interleukin-10 production,4,0.079169416,"3329, 85480, 6774, 959",304,3.973067434
GO:0032653~regulation of interleukin-10 production,4,0.085039151,"3329, 85480, 6774, 959",304,3.852671451
GO:0006959~humoral immune response,4,0.942076957,"85480, 5450, 3458, 3445",304,0.662177906
GO:0034035~purine ribonucleoside bisphosphate metabolic process,3,0.042297779,"445329, 10380, 9061",304,9.081296992
GO:0050427~3'-phosphoadenosine 5'-phosphosulfate metabolic process,3,0.042297779,"445329, 10380, 9061",304,9.081296992
GO:0033875~ribonucleoside bisphosphate metabolic process,3,0.124528944,"445329, 10380, 9061",304,4.88992915
GO:0034032~purine nucleoside bisphosphate metabolic process,3,0.124528944,"445329, 10380, 9061",304,4.88992915
GO:0033865~nucleoside bisphosphate metabolic process,3,0.124528944,"445329, 10380, 9061",304,4.88992915
GO:0072359~circulatory system development,30,0.022540656,"9146, 5781, 7424, 93974, 6774, 2251, 9241, 10614, 1950, 1311, 4522, 5315, 5579, 5019, 10298, 10611, 2648, 2549, 4087, 6464, 4089, 26523, 1490, 163, 83700, 2876, 2057, 207, 8877, 2539",304,1.525657895
GO:0048514~blood vessel morphogenesis,19,0.033994594,"9146, 6464, 7424, 6774, 93974, 2251, 26523, 9241, 1490, 83700, 2876, 1950, 1311, 207, 5315, 5579, 8877, 10298, 2549",304,1.686888966
GO:0001525~angiogenesis,17,0.037078932,"9146, 6464, 7424, 6774, 93974, 2251, 26523, 1490, 83700, 2876, 1950, 207, 5315, 5579, 8877, 10298, 2549",304,1.737418556
GO:0001568~blood vessel development,20,0.052013084,"9146, 6464, 7424, 6774, 93974, 2251, 26523, 9241, 1490, 163, 83700, 2876, 1950, 1311, 207, 5315, 5579, 8877, 10298, 2549",304,1.573492053
GO:0048646~anatomical structure formation involved in morphogenesis,28,0.066741536,"9146, 5781, 6498, 7424, 93974, 6774, 3066, 2251, 9241, 1950, 4522, 5315, 5579, 10298, 9519, 2648, 2549, 9653, 4087, 6464, 4089, 26523, 1490, 83700, 2876, 1465, 207, 8877",304,1.401523
GO:0001944~vasculature development,20,0.080009281,"9146, 6464, 7424, 6774, 93974, 2251, 26523, 9241, 1490, 163, 83700, 2876, 1950, 1311, 207, 5315, 5579, 8877, 10298, 2549",304,1.488737212
GO:0072358~cardiovascular system development,20,0.080009281,"9146, 6464, 7424, 6774, 93974, 2251, 26523, 9241, 1490, 163, 83700, 2876, 1950, 1311, 207, 5315, 5579, 8877, 10298, 2549",304,1.488737212
GO:0045766~positive regulation of angiogenesis,7,0.12644531,"7424, 6774, 5315, 5579, 8877, 10298, 2549",304,2.06010904
GO:0022603~regulation of anatomical structure morphogenesis,24,0.159580603,"9146, 6498, 6464, 4089, 7424, 8994, 6774, 26523, 9241, 1072, 2932, 51571, 55022, 1950, 2035, 5687, 7337, 5315, 5579, 8877, 10298, 6714, 10611, 2549",304,1.300646117
GO:1904018~positive regulation of vasculature development,7,0.184225706,"7424, 6774, 5315, 5579, 8877, 10298, 2549",304,1.831208036
GO:0045765~regulation of angiogenesis,10,0.187431499,"9146, 6464, 7424, 6774, 5315, 5579, 8877, 10298, 26523, 2549",304,1.569606888
GO:1901342~regulation of vasculature development,10,0.274531536,"9146, 6464, 7424, 6774, 5315, 5579, 8877, 10298, 26523, 2549",304,1.425315671
GO:0060252~positive regulation of glial cell proliferation,4,0.004712552,"5584, 4067, 7424, 5501",304,11.55801435
GO:0014009~glial cell proliferation,5,0.012948648,"374, 5584, 4067, 7424, 5501",304,5.480093013
GO:0051094~positive regulation of developmental process,37,0.013255337,"6197, 6198, 5584, 6498, 7424, 6774, 116986, 3561, 3066, 9241, 572, 55364, 3458, 1950, 28971, 5315, 5579, 10298, 3635, 2648, 2549, 4087, 4067, 4089, 4860, 1809, 23236, 1490, 1072, 2932, 207, 5501, 5601, 8877, 6778, 10443, 6714",304,1.50099293
GO:0042063~gliogenesis,12,0.016437755,"374, 3458, 5781, 5584, 1267, 4067, 7424, 6774, 5501, 207, 3066, 9241",304,2.29077762
GO:0060251~regulation of glial cell proliferation,4,0.024597401,"5584, 4067, 7424, 5501",304,6.356907895
GO:0014015~positive regulation of gliogenesis,5,0.035616494,"5584, 4067, 7424, 5501, 3066",304,4.023359427
GO:0014013~regulation of gliogenesis,6,0.054105602,"5584, 4067, 7424, 5501, 3066, 9241",304,2.93395749
GO:0045595~regulation of cell differentiation,41,0.065246077,"6197, 5781, 5584, 6498, 7424, 8994, 6774, 3561, 3066, 84816, 9241, 84959, 282618, 374, 572, 55364, 3458, 28971, 7337, 815, 3635, 10611, 5814, 2648, 284273, 4087, 4067, 4089, 5894, 4860, 1809, 23236, 1490, 1072, 2932, 5687, 207, 5501, 5601, 10443, 2539",304,1.301864254
GO:0045597~positive regulation of cell differentiation,24,0.098112408,"6197, 4087, 6498, 5584, 4067, 4089, 7424, 4860, 1809, 6774, 3561, 3066, 23236, 1490, 572, 2932, 55364, 3458, 28971, 207, 5501, 5601, 3635, 2648",304,1.386961722
GO:0060284~regulation of cell development,22,0.114402185,"6498, 5584, 4067, 4089, 7424, 1809, 6774, 3066, 23236, 84816, 9241, 1072, 572, 2932, 55364, 3458, 7337, 207, 5501, 815, 2539, 10611",304,1.387420374
GO:0050767~regulation of neurogenesis,18,0.189848529,"6498, 5584, 4067, 7424, 1809, 6774, 3066, 84816, 9241, 1072, 2932, 55364, 3458, 7337, 207, 5501, 815, 10611",304,1.333617041
GO:0051960~regulation of nervous system development,19,0.270765087,"6498, 5584, 4067, 7424, 1809, 6774, 3066, 84816, 9241, 1072, 2932, 55364, 3458, 1950, 7337, 207, 5501, 815, 10611",304,1.242605453
