Proteins,Target name,EntrezGeneID,Uniprot,EntrezGeneIDString
CAN13_24915.123,CAN13,92291,Q6MZZ7,92291
DNJC1_24917.95,DNJC1,64215,Q96KC8,64215
GLSK_24920.6,GLSK,2744,O94925,2744
HIRP3_24921.73,HIRP3,8479,Q9BW71,8479
NHLC2_24922.19,NHLC2,374354,Q8NBF2,374354
SCRN3_24923.27,SCRN3,79634,Q0VDG4,79634
FUBP2_24926.9,FUBP2,8570,Q92945,8570
MZT2A_24928.20,MZT2A,653784,Q6P582,653784
SOX6_24929.26,SOX6,55553,P35712,55553
ES8L3_24931.9,ES8L3,79574,Q8TE67,79574
OGFR_24934.96,OGFR,11054,Q9NZT2,11054
FOXP1_24935.62,FOXP1,27086,Q9H334,27086
RHG26_24937.7,RHG26,23092,Q9UNA1,23092
AP2B1_24938.7,AP2B1,163,P63010,163
IKK.beta_24940.3,IKK-beta,3551,O14920,3551
CLU_24941.14,CLU,23277,O75153,23277
UN13D_24942.22,UN13D,201294,Q70J99,201294
REPS2_24944.12,REPS2,9185,Q8NFH8,9185
SNX27_24945.16,SNX27,81609,Q96L92,81609
RHG22_24946.9,RHG22,58504,Q7Z5H3,58504
NUMBL_24947.40,NUMBL,9253,Q9Y6R0,9253
PSPC1_24948.79,PSPC1,55269,Q8WXF1,55269
SARG_24950.21,SARG,79098,Q9BW04,79098
VAC14_24951.3,VAC14,55697,Q08AM6,55697
FUBP3_24952.28,FUBP3,8939,Q96I24,8939
KIF3B_24953.27,KIF3B,9371,O15066,9371
AP1B1_24954.83,AP1B1,162,Q10567,162
ZHX2_24955.116,ZHX2,22882,Q9Y6X8,22882
MTA70_24956.1,MTA70,56339,Q86U44,56339
ESPN_24957.6,ESPN,83715,B1AK53,83715
RFX5_24958.3,RFX5,5993,P48382,5993
NB5R4_24959.20,NB5R4,51167,Q7L1T6,51167
HIP1R_24960.48,HIP1R,9026,O75146,9026
SH3K1_24962.7,SH3K1,30011,Q96B97,30011
ARMC3_24963.1,ARMC3,219681,Q5W041,219681
PCDH1_24967.4,PCDH1,5097,Q08174,5097
TIAM2_24968.10,TIAM2,26230,Q8IVF5,26230
SRRT_24970.117,SRRT,51593,Q9BXP5,51593
SAC2_24971.2,SAC2,22876,Q9Y2H2,22876
MILK1_24973.11,MILK1,85377,Q8N3F8,85377
FCRLA_24975.3,FCRLA,84824,Q7L513,84824
VILL_24977.18,VILL,50853,O15195,50853
EIF3B_24979.17,EIF3B,8662,P55884,8662
DC1L1_24981.8,DC1L1,51143,Q9Y6G9,51143
MPP5_24982.33,MPP5,64398,Q8N3R9,64398
RB6I2_24983.119,RB6I2,23085,Q8IUD2,23085
Angiopoietin.4_2500.2,Angiopoietin-4,51378,Q9Y264,51378
Cadherin.E_2501.51,Cadherin E,999,P12830,999
TER.ATPase_25033.194,TER ATPase,7415,P55072,7415
RAGP1_25036.10,RAGP1,5905,P46060,5905
DNPEP_25037.4,DNPEP,23549,Q9ULA0,23549
WEE2_25038.5,WEE2,494551,P0C1S8,494551
KLHL3_25039.10,KLHL3,26249,Q9UH77,26249
F264_25041.11,F264,5210,Q16877,5210
MAOM_25042.3,MAOM,4200,P23368,4200
SCOT_25043.74,SCOT,5019,P55809,5019
PACN2_25048.30,PACN2,11252,Q9UNF0,11252
NLTP.isoform.SCPx_25049.8,NLTP:isoform SCPx,6342,P22307,6342
GFRa.3_2505.49,GFRa-3,2676,O60609,2676
TPP2_25050.82,TPP2,7174,P29144,7174
FTO_25051.104,FTO,79068,Q9C0B1,79068
CRLF3_25052.3,CRLF3,51379,Q8IUI8,51379
DC1L2_25053.1,DC1L2,1783,O43237,1783
PRP19_25054.15,PRP19,27339,Q9UMS4,27339
OSBP1_25055.56,OSBP1,5007,P22059,5007
ACTN4_25057.2,ACTN4,81,O43707,81
PITM3_25058.23,PITM3,83394,Q9BZ71,83394
HDAC6_25059.18,HDAC6,10013,Q9UBN7,10013
MAOX_25060.18,MAOX,4199,P48163,4199
ELMO2_25061.8,ELMO2,63916,Q96JJ3,63916
INP4A_25064.34,INP4A,3631,Q96PE3,3631
MYBPH_25065.22,MYBPH,4608,Q13203,4608
GLYG2_25066.32,GLYG2,8908,O15488,8908
DHE4_25068.131,DHE4,2747,P49448,2747
MICA1_25070.18,MICA1,64780,Q8TDZ2,64780
CHD1L_25072.11,CHD1L,9557,Q86WJ1,9557
UBE4A_25073.13,UBE4A,9354,Q14139,9354
GLPK5_25074.119,GLPK5,256356,Q6ZS86,256356
ZBT10_25075.2,ZBT10,65986,Q96DT7,65986
Selenium.binding.protein.1_25076.2,Selenium-binding protein 1,8991,Q13228,8991
ATG4C_25078.13,ATG4C,84938,Q96DT6,84938
UDB15_25080.16,UDB15,7366,P54855,7366
F16B1_25081.6,F16B1,57700,Q5W0V3,57700
WASL_25082.3,WASL,8976,O00401,8976
Diaphanous.related.formin.1_25083.26,Diaphanous-related formin-1,1729,O60610,1729
ASPC1_25085.37,ASPC1,79058,Q9BZE9,79058
GRM2B_25086.83,GRM2B,65983,Q96HH9,65983
DTNA_25087.11,DTNA,1837,Q9Y4J8,1837
PHKA1_25088.42,PHKA1,5255,P46020,5255
KRIP.1_25089.21,KRIP-1,10155,Q13263,10155
FNBP2_25091.83,FNBP2,23380,O75044,23380
DDX1_25092.32,DDX1,1653,Q92499,1653
VANG1_25093.96,VANG1,81839,Q8TAA9,81839
ACSA_25094.9,ACSA,55902,Q9NR19,55902
SNCAP_25095.1,SNCAP,9627,Q9Y6H5,9627
MYPC2_25096.58,MYPC2,4606,Q14324,4606
CAPS2_25099.4,CAPS2,93664,Q86UW7,93664
CMIP_25100.11,CMIP,80790,Q8IY22,80790
ELP1_25102.23,ELP1,8518,O95163,8518
VPS53_25103.45,VPS53,55275,Q5VIR6,55275
TF2L1_25104.10,TF2L1,29842,Q9NZI6,29842
EIF2A_25105.70,EIF2A,83939,Q9BY44,83939
EIF2A_25105.87,EIF2A,83939,Q9BY44,83939
ATE1_25108.6,ATE1,11101,O95260,11101
EXOC7_25110.19,EXOC7,23265,Q9UPT5,23265
RAD18_25111.24,RAD18,56852,Q9NS91,56852
KS6B2_25112.6,KS6B2,6199,Q9UBS0,6199
TBC24_25114.256,TBC24,57465,Q9ULP9,57465
FHOD1_25115.21,FHOD1,29109,Q9Y613,29109
CCDC9_25116.11,CCDC9,26093,Q9Y3X0,26093
PGM5_25117.17,PGM5,5239,Q15124,5239
BICD1_25118.45,BICD1,636,Q96G01,636
NOMO2_25121.7,NOMO2,283820,Q5JPE7,283820
APEX2_25123.198,APEX2,27301,Q9UBZ4,27301
ZBT7A_25124.21,ZBT7A,51341,O95365,51341
STAC_25125.7,STAC,6769,Q99469,6769
HECW2_25126.19,HECW2,57520,Q9P2P5,57520
Ephrin.B3.ECD_2514.65,Ephrin-B3:ECD,1949,Q15768,1949
GFRa.2_2515.14,GFRa-2,2675,O00451,2675
X6Ckine_2516.57,6Ckine,6366,O00585,6366
ATNG_25209.15,ATNG,486,P54710,486
GBG12_25211.14,GBG12,55970,Q9UBI6,55970
TIM10_25215.1,TIM10,26519,P62072,26519
Calgranulin.A_25216.8,Calgranulin A,6279,P05109,6279
SPANXA_25217.35,SPANXA,30014,Q9NS26,30014
SPCS1_25218.10,SPCS1,28972,Q9Y6A9,28972
VATF_25219.17,VATF,9296,Q16864,9296
CRTP1_25220.8,CRTP1,375791,A8MQ03,375791
FHL17_25225.14,FHL17,53940,Q9BXU8,53940
TCAL2_25227.20,TCAL2,140597,Q9H3H9,140597
RANTES_2523.31,RANTES,6352,P13501,6352
EHD3_25232.4,EHD3,30845,Q9NZN3,30845
MPI_25233.2,MPI,4351,P34949,4351
DPH7_25235.2,DPH7,92715,Q9BTV6,92715
MTL26_25236.11,MTL26,84326,Q96S19,84326
B2L14_25238.6,B2L14,79370,Q9BZR8,79370
HMG.1_2524.56,HMG-1,3146,P09429,3146
EF2KT_25240.1,EF2KT,196483,Q96G04,196483
CATIP_25242.12,CATIP,375307,Q7Z7H3,375307
HECD3_25244.9,HECD3,79654,Q5T447,79654
RIC8A_25245.22,RIC8A,60626,Q9NPQ8,60626
ARMC8_25247.12,ARMC8,25852,Q8IUR7,25852
NUMB_25248.28,NUMB,8650,P49757,8650
ODPAT_25249.33,ODPAT,5161,P29803,5161
ENPP3_25251.6,ENPP3,5169,O14638,5169
MTSSL_25252.29,MTSSL,92154,Q765P7,92154
GNAS_25253.17,GNAS,2778|2778,Q5JWF2|P63092,2778|2778
TMUB1_25255.4,TMUB1,83590,Q9BVT8,83590
EF.1.alpha.1_25256.153,EF-1-alpha-1,1915,P68104,1915
EF.1.alpha.1_25256.23,EF-1-alpha-1,1915,P68104,1915
OLIG1_25257.162,OLIG1,116448,Q8TAK6,116448
SPAT5_25258.41,SPAT5,166378,Q8NB90,166378
CQ062_25259.7,CQ062,79415,Q9BQA9,79415
CO017_25260.62,CO017,57184,Q5XKK7,57184
ANKS3_25261.42,ANKS3,124401,Q6ZW76,124401
ZW10_25262.6,ZW10,9183,O43264,9183
RHG24_25263.4,RHG24,83478,Q8N264,83478
SHIP_25264.102,SHIP,3635,Q92835,3635
FNBP1_25265.8,FNBP1,23048,Q96RU3,23048
OSBL1_25266.14,OSBL1,114876,Q9BXW6,114876
HS12A_25267.10,HS12A,259217,O43301,259217
NRDC_25269.10,NRDC,4898,O43847,4898
PML_25270.3,PML,5371,P29590,5371
CAD23_25272.17,CAD23,64072,Q9H251,64072
Caldesmon_25273.80,Caldesmon,800,Q05682,800
ANKR2_25274.2,ANKR2,26287,Q9GZV1,26287
HDAC4_25275.30,HDAC4,9759,P56524,9759
RABL6_25276.32,RABL6,55684,Q3YEC7,55684
PANK1_25277.51,PANK1,53354,Q8TE04,53354
RHG06_25278.41,RHG06,395,O43182,395
NVL_25279.44,NVL,4931,O15381,4931
LIMD1_25280.2,LIMD1,8994,Q9UGP4,8994
DPP8_25281.50,DPP8,54878,Q6V1X1,54878
AZIN1_25282.6,AZIN1,51582,O14977,51582
CTNA3_25283.2,CTNA3,29119,Q9UI47,29119
UBA6_25284.47,UBA6,55236,A0AVT1,55236
KBTBB_25285.14,KBTBB,9920,O94819,9920
RBG1L_25286.33,RBG1L,9910,Q5R372,9910
IF4G1_25287.7,IF4G1,1981,Q04637,1981
FMO3_25288.16,FMO3,2328,P31513,2328
PKHM2_25291.27,PKHM2,23207,Q8IWE5,23207
EST3_25292.4,EST3,23491,Q6UWW8,23491
EST3_25292.6,EST3,23491,Q6UWW8,23491
AMOT_25296.3,AMOT,154796,Q4VCS5,154796
SPD2B_25297.11,SPD2B,285590,A1X283,285590
KDM4C_25298.53,KDM4C,23081,Q9H3R0,23081
NCOA7_25299.11,NCOA7,135112,Q8NI08,135112
MALT1_25300.39,MALT1,10892,Q9UDY8,10892
DYR1A_25301.48,DYR1A,1859,Q13627,1859
DAXX_25306.51,DAXX,1616,Q9UER7,1616
WDR18_25307.8,WDR18,57418,Q9BV38,57418
LIMK1_25308.8,LIMK1,3984,P53667,3984
CC140_25409.5,CC140,151278,Q96MF4,151278
FXYD6_25412.53,FXYD6,53826,Q9H0Q3,53826
GAGE.2_25413.80,GAGE-2,2574,Q13066,2574
LCE3B_25414.11,LCE3B,353143,Q5TA77,353143
PRAX_25416.5,PRAX,57716,Q9BXM0,57716
SPXN4_25419.59,SPXN4,441525,Q5MJ08,441525
RPP40_25422.58,RPP40,10799,O75818,10799
SYT12_25424.234,SYT12,91683,Q8IV01,91683
IFRD1_25428.103,IFRD1,3475,O00458,3475
NSUN6_25433.25,NSUN6,221078,Q8TEA1,221078
SCPDL_25436.44,SCPDL,51097,Q8NBX0,51097
ANKY2_25437.18,ANKY2,57037,Q8IV38,57037
NT5D1_25438.288,NT5D1,221294,Q5TFE4,221294
I5P1_25444.29,I5P1,3632,Q14642,3632
DDI2_25446.34,DDI2,84301,Q5TDH0,84301
YAP1_25451.39,YAP1,10413,P46937,10413
MSD2_25452.16,MSD2,79684,Q6P1R3,79684
ROP1B_25453.57,ROP1B,152015,Q9BZX4,152015
ANM2_25454.38,ANM2,3275,P55345,3275
PRS8_25456.73,PRS8,5705,P62195,5705
MACD2_25459.3,MACD2,140733,A1Z1Q3,140733
IRF5_25460.36,IRF5,3663,Q13568,3663
ARRS_25461.3,ARRS,6295,P10523,6295
KAP3_25463.3,KAP3,5577,P31323,5577
CP2CJ_25464.1,CP2CJ,1557,P33261,1557
MLIP_25465.42,MLIP,90523,Q5VWP3,90523
KMO_25466.84,KMO,8564,O15229,8564
SOX.9_25468.5,SOX-9,6662,P48436,6662
BEGIN_25472.12,BEGIN,57596,Q9BUH8,57596
FNTA_25473.62,FNTA,2339,P49354,2339
LRRF2_25479.8,LRRF2,9209,Q9Y608,9209
UBAC1_25480.21,UBAC1,10422,Q9BSL1,10422
ATX10_25481.66,ATX10,25814,Q9UBB4,25814
NFIA_25482.5,NFIA,4774,Q12857,4774
ARI3C_25484.120,ARI3C,138715,A6NKF2,138715
RM38_25486.38,RM38,64978,Q96DV4,64978
PKHO2_25488.6,PKHO2,80301,Q8TD55,80301
LNP_25491.54,LNP,80856,Q9C0E8,80856
TOM1_25492.7,TOM1,10043,O60784,10043
F221B_25493.11,F221B,392307,A6H8Z2,392307
S14L4_25497.35,S14L4,284904,Q9UDX3,284904
DDHD2_25499.37,DDHD2,23259,O94830,23259
RFIP3_25500.6,RFIP3,9727,O75154,9727
CLNK_25501.128,CLNK,116449,Q7Z7G1,116449
b.Endorphin_2558.51,b-Endorphin,5443,P01189,5443
Factor.I_2567.5,Factor I,3426,P05156,3426
IGFBP.2_2570.72,IGFBP-2,3485,P18065,3485
IGFBP.3_2571.12,IGFBP-3,3486,P17936,3486
IL.6_2573.20,IL-6,3569,P05231,3569
Leptin_2575.5,Leptin,3952,P41159,3952
MCP.1_2578.67,MCP-1,6347,P13500,6347
MMP.9_2579.17,MMP-9,4318,P14780,4318
Myeloperoxidase_2580.83,Myeloperoxidase,4353,P05164,4353
PRL_2585.2,PRL,5617,P01236,5617
KAT5_25879.6,KAT5,10524,Q92993,10524
X5.Lipoxygenase_25880.14,5-Lipoxygenase,240,P09917,240
ABCD4_25886.11,ABCD4,5826,O14678,5826
AIM2_25889.108,AIM2,9447,O14862,9447
Caspase.5_25895.29,Caspase-5,838,P51878,838
CHID1_25898.4,CHID1,66005,Q9BWS9,66005
ROR1_2590.69,ROR1,4919,Q01973,4919
CRTC3_25901.3,CRTC3,64784,Q6UUV7,64784
DHE3_25902.27,DHE3,2746,P00367,2746
DOCK2_25904.17,DOCK2,1794,Q92608,1794
EF.1.alpha.1_25906.5,EF-1-alpha-1,1915,P68104,1915
EMAL2_25907.47,EMAL2,24139,O95834,24139
FCGBP_25910.1,FCGBP,8857,Q9Y6R7,8857
FK506.binding.protein.1A_25912.131,FK506 binding protein 1A,2280,P62942,2280
FRIH_25913.17,FRIH,2495,P02794,2495
Hexosaminidase.A_25917.12,Hexosaminidase A,3073,P06865,3073
HLAE_25918.60,HLAE,3133,P13747,3133
Inhibin.a.subunit_25921.3,Inhibin a subunit,3623,P05111,3623
LRP5_25922.7,LRP5,4041,O75197,4041
LDB1_25926.29,LDB1,8861,Q86U70,8861
NGN3_25938.13,NGN3,50674,Q9Y4Z2,50674
OA.synthetase_25941.4,OA synthetase,8638,Q15646,8638
PK3C3_25947.116,PK3C3,5289,Q8NEB9,5289
PKN2_25948.18,PKN2,5586,Q16513,5586
PLCD3_25949.3,PLCD3,113026,Q8N3E9,113026
PRAME_25951.17,PRAME,23532,P78395,23532
PTPRN_25954.3,PTPRN,5798,Q16849,5798
RPGF1_25956.9,RPGF1,2889,Q13905,2889
SRY_25957.5,SRY,6736,Q05066,6736
T.plastin_25960.15,T-plastin,5358,P13797,5358
WNK1_25962.51,WNK1,65125,Q9H4A3,65125
XPO5_25963.2,XPO5,57510,Q9HAV4,57510
C1QT4_25964.12,C1QT4,114900,Q9BXJ3,114900
TIMP.1_25967.34,TIMP-1,7076,P01033,7076
VEGF_2597.8,VEGF,7422,P15692,7422
X4.1BB_2598.9,4-1BB,3604,Q07011,3604
X4.1BB.ligand_2599.51,4-1BB ligand,8744,P41273,8744
Angiopoietin.2_2602.2,Angiopoietin-2,285,O15123,285
B7_2603.61,B7,941,P33681,941
CD30_2605.49,CD30,943,P28908,943
CLF.1.CLC.Complex_2607.54,CLF-1/CLC Complex,9244|23529,O75462|Q9UBD9,9244|23529
Cystatin.C_2609.59,Cystatin C,1471,P01034,1471
Dtk_2611.72,Dtk,7301,Q06418,7301
eIF.5_2612.5,eIF-5,1983,P55010,1983
Ephrin.A4_2614.28,Ephrin-A4,1945,P52798,1945
Ephrin.A5_2615.60,Ephrin-A5,1946,P52803,1946
ERBB2_2616.23,ERBB2,2064,P04626,2064
ERBB3_2617.56,ERBB3,2065,P21860,2065
ERBB4_2618.10,ERBB4,2066,Q15303,2066
GA733.1.protein_2619.72,GA733-1 protein,4070,P09758,4070
gp130..soluble_2620.4,"gp130, soluble",3572,P40189,3572
HO.2_2622.18,HO-2,3163,P30519,3163
HSP.90a_2625.53,HSP 90a,3320,P07900,3320
IL.1.R.AcP_2630.12,IL-1 R AcP,3556,Q9NPH3,3556
IL.10.Rb_2631.50,IL-10 Rb,3588,Q08334,3588
IL.12.Rb1_2632.5,IL-12 Rb1,3594,P42701,3594
IL.13.Ra1_2633.52,IL-13 Ra1,3597,P78552,3597
IL.2.sRg_2634.2,IL-2 sRg,3561,P31785,3561
Layilin_2635.61,Layilin,143903,Q6UX15,143903
Lymphotoxin.b.R_2636.10,Lymphotoxin b R,4055,P36941,4055
Macrophage.mannose.receptor_2637.77,Macrophage mannose receptor,4360,P22897,4360
M.CSF.R_2638.12,M-CSF R,1436,P07333,1436
MSP.R_2640.3,MSP R,4486,Q04912,4486
PAFAH.beta.subunit_2642.4,PAFAH beta subunit,5049,P68402,5049
P.Cadherin_2643.57,P-Cadherin,1001,P22223,1001
PKC.A_2644.11,PKC-A,5578,P17252,5578
PKC.Z_2645.54,PKC-Z,5590,Q05513,5590
Rab.GDP.dissociation.inhibitor.beta_2647.66,Rab GDP dissociation inhibitor beta,2665,P50395,2665
sICAM.3_2649.77,sICAM-3,3385,P32942,3385
suPAR_2652.15,suPAR,5329,Q03405,5329
TNF.sR.I_2654.19,TNF sR-I,7132,P19438,7132
TrkC_2658.27,TrkC,4916,Q16288,4916
BCMA_2665.26,BCMA,608,Q02223,608
Bone.proteoglycan.II_2666.53,Bone proteoglycan II,1634,P07585,1634
Calpain.I_2668.70,Calpain I,823|826,P07384|P04632,823|826
CK.MM_2670.67,CK-MM,1158,P06732,1158
ERBB1_2677.1,ERBB1,1956,P00533,1956
HGF_2681.23,HGF,3082,P14210,3082
HSP.60_2682.68,HSP 60,3329,P10809,3329
iC3b_2683.1,iC3b,718,P01024,718
IGFBP.5_2685.21,IGFBP-5,3488,P24593,3488
IGFBP.6_2686.67,IGFBP-6,3489,P24592,3489
MIA_2687.2,MIA,8190,Q16674,8190
NPS.PLA2_2692.74,NPS-PLA2,5320,P14555,5320
OSM_2693.20,OSM,5008,P13725,5008
PECAM.1_2695.25,PECAM-1,5175,P16284,5175
Persephin_2696.87,Persephin,5623,O60542,5623
PF.4_2697.7,PF-4,5196,P02776,5196
Protein.S_2700.56,Protein S,5627,P07225,5627
TACI_2704.74,TACI,23495,O14836,23495
TECK_2705.5,TECK,6370,O15444,6370
Thyroxine.Binding.Globulin_2706.69,Thyroxine-Binding Globulin,6906,P05543,6906
TNFSF18_2708.54,TNFSF18,8995,Q9UNG2,8995
CNTFR.alpha_2711.6,CNTFR alpha,1271,P26992,1271
EMAP.2_2714.78,EMAP-2,9255,Q12904,9255
EPO.R_2715.25,EPO-R,2057,P19235,2057
G.CSF.R_2719.3,G-CSF-R,1441,Q99062,1441
IL.1F7_2723.9,IL-1F7,27178,Q9NZH6,27178
Tenascin_2728.62,Tenascin,3371,P24821,3371
MICA_2730.58,MICA,100507436,Q29983,100507436
NADPH.P450.Oxidoreductase_2731.29,NADPH-P450 Oxidoreductase,5447,P16435,5447
NANOG_2732.58,NANOG,79923,Q9H9S0,79923
NKp44_2734.49,NKp44,9436,O95944,9436
NovH_2737.22,NovH,4856,P48745,4856
Siglec.6_2741.22,Siglec-6,946,O43699,946
Siglec.7_2742.68,Siglec-7,27036,Q9Y286,27036
Sonic.Hedgehog_2743.5,Sonic Hedgehog,6469,Q15465,6469
IgG_2744.57,IgG,3500 3501  3502 3503  50802 3535,P01857,3500 3501  3502 3503  50802 3535
TSLP.R_2746.56,TSLP R,64109,Q9HC73,64109
ULBP.3_2747.3,ULBP-3,79465,Q9BZM4,79465
Activin.A_2748.3,Activin A,3624,P08476,3624
Apo.A.I_2750.3,Apo A-I,335,P02647,335
Azurocidin_2751.16,Azurocidin,566,P20160,566
BMP.14_2752.62,BMP-14,8200,P43026,8200
C1q_2753.2,C1q,712|713|714,P02745|P02746|P02747,712|713|714
C3_2754.50,C3,718,P01024,718
C3adesArg_2755.8,C3adesArg,718,P01024,718
DRR1_2760.2,DRR1,11170,O95990,11170
FGF.18_2761.49,FGF-18,8817,O76093,8817
FGF.19_2762.30,FGF-19,9965,O95750,9965
FGF.20_2763.66,FGF-20,26281,Q9NP95,26281
GDF.11.8_2765.4,GDF-11/8,10220|2660,O95390|O14793,10220|2660
Hemopexin_2768.56,Hemopexin,3263,P02790,3263
I.309_2770.51,I-309,6346,P22362,6346
IGFBP.1_2771.35,IGFBP-1,3484,P08833,3484
IL.10_2773.50,IL-10,3586,P22301,3586
IL.16_2774.10,IL-16,3603,Q14005,3603
IL.17F_2775.54,IL-17F,112744,Q96PD4,112744
IL.22_2778.10,IL-22,50616,Q9GZX6,50616
Lactoferrin_2780.35,Lactoferrin,4057,P02788,4057
LAG.1_2781.63,LAG-1,388372,Q8NHW4,388372
LD78.beta_2783.18,LD78-beta,414062,P16619,414062
MCP.2_2785.15,MCP-2,6355,P80075,6355
MMP.3_2788.55,MMP-3,4314,P08254,4314
MMP.7_2789.26,MMP-7,4316,P09237,4316
NAP.2_2790.54,NAP-2,5473,P02775,5473
SOD_2794.60,SOD,6647,P00441,6647
Fibrinogen_2796.62,Fibrinogen,2243|2244|2266,P02671|P02675|P02679,2243|2244|2266
Apo.B_2797.56,Apo B,338,P04114,338
ACE2_2805.6,ACE2,59272,Q9BYF1,59272
Activin.RIB_2806.49,Activin RIB,91,P36896,91
ADAMTS.4_2809.25,ADAMTS-4,9507,O75173,9507
Angiopoietin.1_2811.27,Angiopoietin-1,284,Q15389,284
ART_2813.11,ART,181,O00253,181
BCAM_2816.50,BCAM,4059,P50895,4059
Cadherin.5_2819.23,Cadherin-5,1003,P33151,1003
CD97_2822.56,CD97,976,P48960,976
COMMD7_2823.7,COMMD7,149951,Q86VX2,149951
EDA_2826.53,EDA,1896,Q92838,1896
Fractalkine.CX3CL.1_2827.23,Fractalkine/CX3CL-1,6376,P78423,6376
HAI.1_2828.82,HAI-1,6692,O43278,6692
IL.27_2829.19,IL-27,246778|10148,Q8NEV9|Q14213,246778|10148
Kallikrein.11_2831.29,Kallikrein 11,11012,Q9UBX7,11012
Kallikrein.4_2833.20,Kallikrein 4,9622,Q9Y5K2,9622
kallikrein.8_2834.54,kallikrein 8,11202,O60259,11202
Ku70_2835.1,Ku70,2547,P12956,2547
Lipocalin.2_2836.68,Lipocalin 2,3934,P80188,3934
Met_2837.3,Met,4233,P08581,4233
MMP.17_2838.53,MMP-17,4326,Q9ULZ9,4326
OX40.Ligand_2839.2,OX40 Ligand,7292,P23510,7292
sFRP.3_2841.13,sFRP-3,2487,Q92765,2487
SPINT2_2843.13,SPINT2,10653,O43291,10653
sTie.1_2844.53,sTie-1,7075,P35590,7075
Ubiquitin.1_2846.24,Ubiquitin+1,6233,P62979,6233
WIF.1_2848.2,WIF-1,11197,Q9Y5W5,11197
AIF1_2849.49,AIF1,199,P55008,199
C5a_2851.63,C5a,727,P01031,727
CHK1_2853.68,CHK1,1111,O14757,1111
ERK.1_2855.49,ERK-1,5595,P27361,5595
Glucocorticoid.receptor_2857.70,Glucocorticoid receptor,2908,P04150,2908
Hat1_2858.29,Hat1,8520,O14929,8520
HDAC8_2859.69,HDAC8,55869,Q9BY41,55869
Karyopherin.a2_2860.19,Karyopherin-a2,3838,P52292,3838
MEK1_2864.2,MEK1,5604,Q02750,5604
PKB_2867.52,PKB,207,P31749,207
PKC.D_2869.68,PKC-D,5580,Q05655,5580
RAC1_2870.29,RAC1,5879,P63000,5879
RAD51_2871.73,RAD51,5888,Q06609,5888
TBP_2875.15,TBP,6908,P20226,6908
Topoisomerase.I_2876.74,Topoisomerase I,7150,P11387,7150
UBC9_2877.3,UBC9,7329,P63279,7329
YES_2878.66,YES,7525,P07947,7525
a1.Antichymotrypsin_2879.9,a1-Antichymotrypsin,12,P01011,12
C7_2888.49,C7,730,P10643,730
Cardiotrophin.1_2889.37,Cardiotrophin-1,1489,Q16619,1489
CCL28_2890.59,CCL28,56477,Q9NRJ3,56477
CD22_2891.1,CD22,933,P20273,933
HCC.1_2900.53,HCC-1,6358,Q16627,6358
IL.4_2906.55,IL-4,3565,P05112,3565
Midkine_2911.27,Midkine,4192,P21741,4192
MPIF.1_2913.1,MPIF-1,6368,P55773,6368
PCNA_2915.6,PCNA,5111,P12004,5111
sRANKL_2917.3,sRANKL,8600,O14788,8600
PAI.1_2925.9,PAI-1,5054,P05121,5054
Apo.E3_2937.10,Apo E3,348,P02649,348
Apo.E4_2938.55,Apo E4,348,P02649,348
Artemin_2939.10,Artemin,9048,Q5T4W7,9048
Cytochrome.c_2942.50,Cytochrome c,54205,P99999,54205
Cytochrome.P450.3A4_2943.5,Cytochrome P450 3A4,1576,P08684,1576
DAN_2944.66,DAN,100532736,P41271,100532736
Factor.D_2946.52,Factor D,1675,P00746,1675
Growth.hormone.receptor_2948.58,Growth hormone receptor,2690,P10912,2690
GX_2949.6,GX,8399,O15496,8399
IGFBP.4_2950.57,IGFBP-4,3487,P22692,3487
IGF.I_2952.75,IGF-I,3479,P05019,3479
Luteinizing.hormone_2953.31,Luteinizing hormone,1081|3972,P01215|P01229,1081|3972
MMP.8_2954.56,MMP-8,4317,P22894,4317
Properdin_2960.66,Properdin,5199,P27918,5199
Protein.C_2961.1,Protein C,5624,P04070,5624
PTHrP_2962.50,PTHrP,5744,P12272,5744
SCGF.beta_2966.65,SCGF-beta,6320,Q9Y240,6320
VCAM.1_2967.8,VCAM-1,7412,P19320,7412
TNFSF15_2968.61,TNFSF15,9966,O95150,9966
ALK.1_2969.11,ALK-1,94,P37023,94
AREG_2970.60,AREG,374,P15514,374
BMP.7_2972.57,BMP-7,655,P18075,655
CD36.ANTIGEN_2973.15,CD36 ANTIGEN,948,P16671,948
contactin.1_2974.61,contactin-1,1272,Q12860,1272
CTGF_2975.19,CTGF,1490,P29279,1490
Desmoglein.1_2976.58,Desmoglein-1,1828,Q02413,1828
EDAR_2977.7,EDAR,10913,Q9UNE0,10913
ENA.78_2979.8,ENA-78,6374,P42830,6374
ESAM_2981.9,ESAM,90952,Q96AP7,90952
Galectin.4_2982.82,Galectin-4,3960,P56470,3960
Gro.a_2985.35,Gro-a,2919,P09341,2919
Gro.g_2986.49,Gro-g,2921,P19876,2921
Histone.H1.2_2987.37,Histone H1.2,3006,P16403,3006
IFN.g_2989.17,IFN-g,3458,P01579,3458
IL.1.sRI_2991.9,IL-1 sRI,3554,P14778,3554
IL.17.sR_2992.59,IL-17 sR,23765,Q96F46,23765
IL.18.Rb_2993.1,IL-18 Rb,8807,O95256,8807
IL.1Rrp2_2994.71,IL-1Rrp2,8808,Q9HB29,8808
JAM.B_2997.8,JAM-B,58494,P57087,58494
JAM.C_2998.53,JAM-C,83700,Q9BX67,83700
