Protein,Nominal_pvalue,formula,Active_mean,Inactive_mean,fold_change,adjusted_pvalue,Target,Entrez
CT451_24667.27,0.403984191, ~ Study_group + (1|maskID),879.2094074,859.9901481,0.03188669,0.999937631,CT451,541466
DNJ5B_24669.12,0.890156804, ~ Study_group + (1|maskID),13453.03778,13555.47776,-0.010943983,0.999937631,DNJ5B,85479
PIHD1_24670.1,0.920231595, ~ Study_group + (1|maskID),2273.590056,2243.07437,0.019494695,0.999937631,PIHD1,55011
ASC_24671.15,0.471848552, ~ Study_group + (1|maskID),20317.98207,19488.13685,0.060160955,0.999937631,ASC,29108
EGLN2_24674.22,0.363367263, ~ Study_group + (1|maskID),6910.269926,6415.791074,0.107114903,0.999937631,EGLN2,112398
MAST4_24675.2,0.808535241, ~ Study_group + (1|maskID) + Sex,159.5045556,158.7179815,0.007132046,0.999937631,MAST4,375449
CU059_24676.105,0.494238783, ~ Study_group + (1|maskID),439.0328148,454.3967963,-0.049623887,0.999937631,CU059,56683
RER1_24677.106,0.286046803, ~ Study_group + (1|maskID),5202.857778,5659.223185,-0.121299764,0.999937631,RER1,11079
AVEN_24678.10,0.997948898, ~ Study_group + (1|maskID),480.1352593,480.0593519,0.000228102,0.999937631,AVEN,57099
ETV7_24679.35,0.041179919, ~ Study_group + (1|maskID),2356.181148,2178.840722,0.112889725,0.999937631,ETV7,51513
MIP.3a_2468.62,0.147460236, ~ Study_group + (1|maskID),153.5199815,147.5423519,0.057297305,0.999937631,MIP-3a,6364
TXND1_24680.51,0.884103282, ~ Study_group + (1|maskID),1354.011241,1359.559019,-0.005899064,0.999937631,TXND1,81542
SERB_24681.2,0.435708487, ~ Study_group + (1|maskID),2372.563704,2454.942852,-0.049242616,0.999937631,SERB,5723
CYBR1_24682.35,0.568565104, ~ Study_group + (1|maskID),7658.65837,7944.518926,-0.052868175,0.999937631,CYBR1,79901
GIMA7_24683.11,0.538998669, ~ Study_group + (1|maskID),393.6941296,370.3396111,0.088226334,0.999937631,GIMA7,168537
GIMA4_24684.7,0.616484805, ~ Study_group + (1|maskID),1258.071037,1304.308722,-0.052072001,0.999937631,GIMA4,55303
SNX11_24685.12,0.863928628, ~ Study_group + (1|maskID),3295.039778,3345.142148,-0.021771636,0.999937631,SNX11,29916
ACBD4_24686.19,0.377284374, ~ Study_group + (1|maskID),1131.708167,1158.582722,-0.033859077,0.999937631,ACBD4,79777
TTPAL_24687.18,0.789674147, ~ Study_group + (1|maskID),1901.936185,1846.691074,0.042526297,0.999937631,TTPAL,79183
DMRTB_24688.9,0.758132329, ~ Study_group + (1|maskID),456.8523148,460.620037,-0.011849305,0.999937631,DMRTB,63948
PTRF_24689.9,0.478549715, ~ Study_group + (1|maskID),2978.437722,2755.139556,0.112430396,0.999937631,PTRF,284119
CABP2_24690.1,0.216037703, ~ Study_group + (1|maskID),398.3878704,366.7520185,0.119368816,0.999937631,CABP2,51475
CLIC3_24693.5,0.941022741, ~ Study_group + (1|maskID) + Age + Methotrexate,1419.664852,1418.759315,0.000920521,0.999937631,CLIC3,9022
NHERF_24694.158,0.802328351, ~ Study_group + (1|maskID),26847.47493,26216.64374,0.034303402,0.999937631,NHERF,9368
PKHB1_24695.8,0.515646268, ~ Study_group + (1|maskID),612.483963,713.5725,-0.220387947,0.999937631,PKHB1,58473
MAGIX_24696.14,0.455724401, ~ Study_group + (1|maskID),597.993463,574.48,0.057873046,0.999937631,MAGIX,79917
ROA0_24697.48,0.927474201, ~ Study_group + (1|maskID),1764.954315,1803.765981,-0.031381337,0.999937631,ROA0,10949
PRP18_24698.12,0.491544784, ~ Study_group + (1|maskID),562.4392963,544.4584074,0.046875554,0.999937631,PRP18,8559
AR6P1_24699.20,0.95720697, ~ Study_group + (1|maskID),10748.87037,10811.03152,-0.008319131,0.999937631,AR6P1,23204
DTNA_24701.21,0.86235058, ~ Study_group + (1|maskID),257.2787963,259.2196296,-0.01084241,0.999937631,DTNA,1837
CC149_24702.31,0.169517178, ~ Study_group + (1|maskID) + Age + Sex,490.7697407,519.4048148,-0.081813088,0.999937631,CC149,91050
COMD5_24704.38,0.44852558, ~ Study_group + (1|maskID),627.2360741,608.5552963,0.043620176,0.999937631,COMD5,28991
CFDP1_24706.73,0.325223675, ~ Study_group + (1|maskID),494.3129444,567.6117037,-0.19947965,0.999937631,CFDP1,10428
CX038_24707.6,0.438406209, ~ Study_group + (1|maskID),313.9313889,304.311963,0.044898237,0.999937631,CX038,159013
DHRS3_24708.7,0.48206299, ~ Study_group + (1|maskID) + Methotrexate,810.6165556,781.3441296,0.053061542,0.999937631,DHRS3,9249
MTUS2_24710.1,0.079317902, ~ Study_group + (1|maskID),406.913463,426.3225926,-0.067223498,0.999937631,MTUS2,23281
SHOX_24711.21,0.893142276, ~ Study_group + (1|maskID),212.2862778,211.7391296,0.003723213,0.999937631,SHOX,6473
GTPBA_24712.6,0.544174196, ~ Study_group + (1|maskID),315.4713704,309.9278333,0.025576761,0.999937631,GTPBA,85865
MAGIX_24713.4,0.942655089, ~ Study_group + (1|maskID),813.803463,811.9579444,0.003275415,0.999937631,MAGIX,79917
PTPA_24717.26,0.897354404, ~ Study_group + (1|maskID) + Age,10984.2313,10841.41319,0.018881085,0.999937631,PTPA,5524
LR75A_24718.8,0.757663898, ~ Study_group + (1|maskID),363.5288889,366.5953148,-0.012118331,0.999937631,LR75A,388341
ANR16_24720.10,0.349163988, ~ Study_group + (1|maskID),281.9587593,301.2944444,-0.095689909,0.999937631,ANR16,54522
GOLP3_24721.17,0.964428329, ~ Study_group + (1|maskID),2798.701648,2807.42087,-0.004487661,0.999937631,GOLP3,64083
SPIN3_24722.13,0.349851986, ~ Study_group + (1|maskID),530.1731481,618.021537,-0.221193511,0.999937631,SPIN3,169981
eIF.2.beta_24723.58,0.796103026, ~ Study_group + (1|maskID),5554.943444,5731.414148,-0.045118925,0.999937631,eIF-2-beta,8894
VP26B_24724.4,0.435783198, ~ Study_group + (1|maskID),415.265537,427.0708333,-0.040441226,0.999937631,VP26B,112936
CSN5_24725.4,0.266949993, ~ Study_group + (1|maskID),650.5392222,767.7108704,-0.238927034,0.999937631,CSN5,10987
SAP_2474.54,0.508593441, ~ Study_group + (1|maskID),72902.07493,74863.74941,-0.038307428,0.999937631,SAP,325
SCF.sR_2475.1,0.828374952, ~ Study_group + (1|maskID),15614.27967,15835.56219,-0.020302071,0.999937631,SCF sR,3815
TIMP.3_2480.58,0.786912332, ~ Study_group + (1|maskID),32525.05254,31653.32385,0.039194385,0.999937631,TIMP-3,7078
ES8L2_24891.54,0.772580241, ~ Study_group + (1|maskID) + Prednisone,1152.162667,1188.815241,-0.0451801,0.999937631,ES8L2,64787
SHP1L_24892.8,0.973136528, ~ Study_group + (1|maskID) + Smoking,480.9519815,481.5073148,-0.001664853,0.999937631,SHP1L,81626
FCSD1_24895.25,0.467838064, ~ Study_group + (1|maskID),1755.45413,1956.484056,-0.156419054,0.999937631,FCSD1,89848
MEN1_24896.5,0.836932719, ~ Study_group + (1|maskID),181.3225556,183.2752222,-0.015453355,0.999937631,MEN1,4221
SCFD1_24898.39,0.52200824, ~ Study_group + (1|maskID),1638.654148,1754.647574,-0.098669897,0.999937631,SCFD1,23256
ES8L1_24899.13,0.092339596, ~ Study_group + (1|maskID),252.9126481,264.2736481,-0.063393387,0.999937631,ES8L1,54869
VP9D1_24900.46,0.122215885, ~ Study_group + (1|maskID),828.4874074,911.7112778,-0.138097252,0.999937631,VP9D1,9605
VILI_24901.4,0.889290433, ~ Study_group + (1|maskID),7476.071056,7352.039852,0.024135694,0.999937631,VILI,7429
GEPH_24902.84,0.887065924, ~ Study_group + (1|maskID),218.6307037,216.6814074,0.012920655,0.999937631,GEPH,10243
KLH14_24903.7,0.528339751, ~ Study_group + (1|maskID),722.297037,682.4185,0.081935494,0.999937631,KLH14,57565
STXB4_24904.121,0.401231122, ~ Study_group + (1|maskID),2597.669074,2760.350389,-0.087633756,0.999937631,STXB4,252983
CX04A_24905.22,0.740437262, ~ Study_group + (1|maskID),418.7399815,410.9323704,0.027153693,0.999937631,CX04A,91966
MPPA_24907.3,0.982470493, ~ Study_group + (1|maskID),2532.930593,2535.227944,-0.001307922,0.999937631,MPPA,23203
AMPH_24908.19,0.945850198, ~ Study_group + (1|maskID) + Prednisone,945.8354444,946.7977778,-0.001467113,0.999937631,AMPH,273
Phospholipase.C.delta.1_24909.40,0.885184983, ~ Study_group + (1|maskID) + Smoking,2590.435648,2616.934407,-0.01468302,0.999937631,Phospholipase C-delta-1,5333
NonO.protein_24910.18,0.917675872, ~ Study_group + (1|maskID),836.4896111,840.643963,-0.007147284,0.999937631,NonO protein,4841
LRP_24911.57,0.939955044, ~ Study_group + (1|maskID),1427.426741,1412.145722,0.015527734,0.999937631,LRP,9961
WDR26_24912.40,0.422749433, ~ Study_group + (1|maskID),454.7155556,449.645,0.016177932,0.999937631,WDR26,80232
EZH2_24914.10,0.297636699, ~ Study_group + (1|maskID) + Prednisone,349.7317593,362.0192407,-0.049817563,0.999937631,EZH2,2146
CAN13_24915.123,0.902530667, ~ Study_group + (1|maskID),4289.747944,4320.890037,-0.010435635,0.999937631,CAN13,92291
DNJC1_24917.95,0.71428213, ~ Study_group + (1|maskID),797.5316667,843.0118333,-0.080011079,0.999937631,DNJC1,64215
GLSK_24920.6,0.823153286, ~ Study_group + (1|maskID),670.9546667,687.1215185,-0.034349971,0.999937631,GLSK,2744
HIRP3_24921.73,0.047083816, ~ Study_group + (1|maskID),649.0721481,683.906537,-0.075420328,0.999937631,HIRP3,8479
NHLC2_24922.19,0.095486633, ~ Study_group + (1|maskID),2156.718333,2389.063222,-0.147607259,0.999937631,NHLC2,374354
SCRN3_24923.27,0.579980221, ~ Study_group + (1|maskID),504.7785,492.0705185,0.03678538,0.999937631,SCRN3,79634
FUBP2_24926.9,0.54330096, ~ Study_group + (1|maskID),7651.537519,8386.046426,-0.132241142,0.999937631,FUBP2,8570
MZT2A_24928.20,0.61911019, ~ Study_group + (1|maskID),1442.818593,1464.848722,-0.021861763,0.999937631,MZT2A,653784
SOX6_24929.26,0.184459597, ~ Study_group + (1|maskID) + Prednisone,832.5627593,888.6686667,-0.094086594,0.999937631,SOX6,55553
ES8L3_24931.9,0.785849975, ~ Study_group + (1|maskID),457.9643148,452.5386852,0.01719406,0.999937631,ES8L3,79574
OGFR_24934.96,0.393842136, ~ Study_group + (1|maskID),11525.79078,10743.66256,0.101379839,0.999937631,OGFR,11054
FOXP1_24935.62,0.708869749, ~ Study_group + (1|maskID),335.9056111,339.0502037,-0.013443016,0.999937631,FOXP1,27086
RHG26_24937.7,0.585713027, ~ Study_group + (1|maskID),1506.994556,1539.769519,-0.031040211,0.999937631,RHG26,23092
AP2B1_24938.7,0.884138782, ~ Study_group + (1|maskID),3358.249167,3409.79063,-0.021973881,0.999937631,AP2B1,163
IKK.beta_24940.3,0.737996698, ~ Study_group + (1|maskID),1072.662463,1088.005574,-0.020489776,0.999937631,IKK-beta,3551
CLU_24941.14,0.178821236, ~ Study_group + (1|maskID),567.2721481,631.0828148,-0.153788305,0.999937631,CLU,23277
UN13D_24942.22,0.573155574, ~ Study_group + (1|maskID),1935.186315,2072.848111,-0.099141934,0.999937631,UN13D,201294
REPS2_24944.12,0.972312287, ~ Study_group + (1|maskID),263.8562037,264.3804815,-0.002863766,0.999937631,REPS2,9185
SNX27_24945.16,0.46063389, ~ Study_group + (1|maskID),1606.026148,1689.464648,-0.073070781,0.999937631,SNX27,81609
RHG22_24946.9,0.131597242, ~ Study_group + (1|maskID),225.8069815,219.4556852,0.041160447,0.999937631,RHG22,58504
NUMBL_24947.40,0.365385012, ~ Study_group + (1|maskID),238.3667222,240.7764815,-0.014511641,0.999937631,NUMBL,9253
PSPC1_24948.79,0.448071244, ~ Study_group + (1|maskID),1017.970907,1081.595241,-0.087464377,0.999937631,PSPC1,55269
SARG_24950.21,0.959865377, ~ Study_group + (1|maskID),2370.198722,2384.11213,-0.008444068,0.999937631,SARG,79098
VAC14_24951.3,0.241955457, ~ Study_group + (1|maskID) + Methotrexate,774.6676111,866.1724444,-0.161076855,0.999937631,VAC14,55697
FUBP3_24952.28,0.913608196, ~ Study_group + (1|maskID),867.4313333,875.2658704,-0.012971759,0.999937631,FUBP3,8939
KIF3B_24953.27,0.143644147, ~ Study_group + (1|maskID),240.8472963,232.1773333,0.052891595,0.999937631,KIF3B,9371
AP1B1_24954.83,0.755753695, ~ Study_group + (1|maskID),729.6521481,743.7777778,-0.027662802,0.999937631,AP1B1,162
ZHX2_24955.116,0.674745447, ~ Study_group + (1|maskID),181.1839259,178.5534259,0.021099154,0.999937631,ZHX2,22882
MTA70_24956.1,0.715791792, ~ Study_group + (1|maskID),561.5322963,575.6486296,-0.035819472,0.999937631,MTA70,56339
ESPN_24957.6,0.649257325, ~ Study_group + (1|maskID),1121.673611,1076.675463,0.059069485,0.999937631,ESPN,83715
RFX5_24958.3,0.268040846, ~ Study_group + (1|maskID) + Age,1030.890463,1151.084704,-0.159102952,0.999937631,RFX5,5993
NB5R4_24959.20,0.893661879, ~ Study_group + (1|maskID),1438.057074,1457.609611,-0.019483442,0.999937631,NB5R4,51167
HIP1R_24960.48,0.667149933, ~ Study_group + (1|maskID),381.3844074,377.9552778,0.013030326,0.999937631,HIP1R,9026
SH3K1_24962.7,0.513229345, ~ Study_group + (1|maskID),520.2629444,530.7679444,-0.028840287,0.999937631,SH3K1,30011
ARMC3_24963.1,0.946430928, ~ Study_group + (1|maskID),643.6160926,641.3884259,0.005002079,0.999937631,ARMC3,219681
PCDH1_24967.4,0.152492275, ~ Study_group + (1|maskID),268.6287037,309.116463,-0.202537023,0.999937631,PCDH1,5097
TIAM2_24968.10,0.675729067, ~ Study_group + (1|maskID),640.7911296,636.922963,0.008735291,0.999937631,TIAM2,26230
SRRT_24970.117,0.549329344, ~ Study_group + (1|maskID),596.2496296,533.5460556,0.160303655,0.999937631,SRRT,51593
SAC2_24971.2,0.773450316, ~ Study_group + (1|maskID) + Methotrexate,2711.189519,2727.138148,-0.00846182,0.999937631,SAC2,22876
MILK1_24973.11,0.401332542, ~ Study_group + (1|maskID),1331.735833,1398.389944,-0.070458782,0.999937631,MILK1,85377
FCRLA_24975.3,0.330956783, ~ Study_group + (1|maskID),359.1877593,745.4249815,-1.053324984,0.999937631,FCRLA,84824
VILL_24977.18,0.184788104, ~ Study_group + (1|maskID),422.4677593,470.3916296,-0.155021142,0.999937631,VILL,50853
EIF3B_24979.17,0.716700171, ~ Study_group + (1|maskID),6045.993926,6318.539111,-0.063611507,0.999937631,EIF3B,8662
DC1L1_24981.8,0.486892113, ~ Study_group + (1|maskID),1187.379556,1296.475889,-0.126814198,0.999937631,DC1L1,51143
MPP5_24982.33,0.077335752, ~ Study_group + (1|maskID),209.0632037,373.3449815,-0.836570177,0.999937631,MPP5,64398
RB6I2_24983.119,0.844279537, ~ Study_group + (1|maskID),2526.355296,2597.700315,-0.040177455,0.999937631,RB6I2,23085
Angiopoietin.4_2500.2,0.546331011, ~ Study_group + (1|maskID),373.4897778,362.2767222,0.043976648,0.999937631,Angiopoietin-4,51378
Cadherin.E_2501.51,0.392093547, ~ Study_group + (1|maskID),28016.96352,26742.21667,0.067181549,0.999937631,Cadherin E,999
TER.ATPase_25033.194,0.882332973, ~ Study_group + (1|maskID) + Age,21525.84813,21623.58726,-0.006535798,0.999937631,TER ATPase,7415
RAGP1_25036.10,0.856499607, ~ Study_group + (1|maskID),1132.60387,1114.282778,0.023527965,0.999937631,RAGP1,5905
DNPEP_25037.4,0.581255627, ~ Study_group + (1|maskID),1035.277093,1069.183259,-0.046492196,0.999937631,DNPEP,23549
WEE2_25038.5,0.790165838, ~ Study_group + (1|maskID),404.8341481,407.8412778,-0.010676811,0.999937631,WEE2,494551
KLHL3_25039.10,0.294635152, ~ Study_group + (1|maskID),530.8930741,513.2698519,0.048703798,0.999937631,KLHL3,26249
F264_25041.11,0.517583291, ~ Study_group + (1|maskID),3496.361704,3282.870407,0.090896641,0.999937631,F264,5210
MAOM_25042.3,0.819169622, ~ Study_group + (1|maskID),60429.15167,62387.45748,-0.046011327,0.999937631,MAOM,4200
SCOT_25043.74,0.923734095, ~ Study_group + (1|maskID),9725.695685,9637.143685,0.013195836,0.999937631,SCOT,5019
PACN2_25048.30,0.649244315, ~ Study_group + (1|maskID),37802.55119,35758.08478,0.080214134,0.999937631,PACN2,11252
NLTP.isoform.SCPx_25049.8,0.59740279, ~ Study_group + (1|maskID),17917.04178,16704.62337,0.101085003,0.999937631,NLTP:isoform SCPx,6342
GFRa.3_2505.49,0.125480522, ~ Study_group + (1|maskID) + Smoking,1164.286463,1048.759352,0.15076239,0.999937631,GFRa-3,2676
TPP2_25050.82,0.700952245, ~ Study_group + (1|maskID),1620.110963,1540.5015,0.072692541,0.999937631,TPP2,7174
FTO_25051.104,0.401815497, ~ Study_group + (1|maskID),1664.827167,1855.344,-0.15631429,0.999937631,FTO,79068
CRLF3_25052.3,0.187835997, ~ Study_group + (1|maskID),544.6422037,600.5339074,-0.140936926,0.999937631,CRLF3,51379
DC1L2_25053.1,0.542977453, ~ Study_group + (1|maskID),3213.730074,3034.313037,0.08287883,0.999937631,DC1L2,1783
PRP19_25054.15,0.467024898, ~ Study_group + (1|maskID),1106.193796,1182.394093,-0.09610681,0.999937631,PRP19,27339
OSBP1_25055.56,0.991094404, ~ Study_group + (1|maskID),1695.873407,1698.139407,-0.00192642,0.999937631,OSBP1,5007
ACTN4_25057.2,0.562419369, ~ Study_group + (1|maskID),1863.631278,1908.266519,-0.034146231,0.999937631,ACTN4,81
PITM3_25058.23,0.378808674, ~ Study_group + (1|maskID),435.2267222,377.0535,0.206997897,0.999937631,PITM3,83394
HDAC6_25059.18,0.603051665, ~ Study_group + (1|maskID),1373.571,1421.968,-0.049957514,0.999937631,HDAC6,10013
MAOX_25060.18,0.738550921, ~ Study_group + (1|maskID),1485.982574,1520.096352,-0.032745575,0.999937631,MAOX,4199
ELMO2_25061.8,0.90578344, ~ Study_group + (1|maskID),2956.865944,2923.145593,0.01654715,0.999937631,ELMO2,63916
INP4A_25064.34,0.378094665, ~ Study_group + (1|maskID),494.1585185,373.253963,0.404816333,0.999937631,INP4A,3631
MYBPH_25065.22,0.802839609, ~ Study_group + (1|maskID),934.6875,926.8995185,0.01207115,0.999937631,MYBPH,4608
GLYG2_25066.32,0.574772342, ~ Study_group + (1|maskID),357.1596852,353.8741667,0.013332797,0.999937631,GLYG2,8908
DHE4_25068.131,0.947393822, ~ Study_group + (1|maskID),2623.963778,2634.311315,-0.005678044,0.999937631,DHE4,2747
MICA1_25070.18,0.495075199, ~ Study_group + (1|maskID),3390.332241,3070.777259,0.14282279,0.999937631,MICA1,64780
CHD1L_25072.11,0.729966244, ~ Study_group + (1|maskID),485.3913333,476.6545741,0.026204209,0.999937631,CHD1L,9557
UBE4A_25073.13,0.54577476, ~ Study_group + (1|maskID) + Methotrexate,4648.409556,4631.137333,0.005370645,0.999937631,UBE4A,9354
GLPK5_25074.119,0.759273591, ~ Study_group + (1|maskID),823.1732037,813.5605741,0.016946253,0.999937631,GLPK5,256356
ZBT10_25075.2,0.274695444, ~ Study_group + (1|maskID),668.8291111,614.5573333,0.122090034,0.999937631,ZBT10,65986
Selenium.binding.protein.1_25076.2,0.198991967, ~ Study_group + (1|maskID),1057.109759,906.3163519,0.22203856,0.999937631,Selenium-binding protein 1,8991
ATG4C_25078.13,0.896793679, ~ Study_group + (1|maskID),1548.372278,1560.990315,-0.011709203,0.999937631,ATG4C,84938
UDB15_25080.16,0.86166595, ~ Study_group + (1|maskID) + Methotrexate,1405.415741,1492.534463,-0.086767282,0.999937631,UDB15,7366
F16B1_25081.6,0.698868646, ~ Study_group + (1|maskID),1444.896519,1542.512685,-0.094316181,0.999937631,F16B1,57700
WASL_25082.3,0.23396443, ~ Study_group + (1|maskID),424.9559074,440.9414259,-0.053273865,0.999937631,WASL,8976
Diaphanous.related.formin.1_25083.26,0.886435312, ~ Study_group + (1|maskID),3200.862019,3227.666556,-0.012031057,0.999937631,Diaphanous-related formin-1,1729
ASPC1_25085.37,0.942423761, ~ Study_group + (1|maskID) + Age,4785.357407,4724.704148,0.018402687,0.999937631,ASPC1,79058
GRM2B_25086.83,0.22619152, ~ Study_group + (1|maskID),1431.171852,1765.668389,-0.303017497,0.999937631,GRM2B,65983
DTNA_25087.11,0.159435482, ~ Study_group + (1|maskID),835.7296481,934.0686481,-0.160492265,0.999937631,DTNA,1837
PHKA1_25088.42,0.444867685, ~ Study_group + (1|maskID),893.2653333,815.6048148,0.131218481,0.999937631,PHKA1,5255
KRIP.1_25089.21,0.396777744, ~ Study_group + (1|maskID),3513.286,3355.9015,0.066120653,0.999937631,KRIP-1,10155
FNBP2_25091.83,0.472093027, ~ Study_group + (1|maskID),1046.160407,1016.989593,0.040799161,0.999937631,FNBP2,23380
DDX1_25092.32,0.714923989, ~ Study_group + (1|maskID),4562.403815,4787.031852,-0.069337261,0.999937631,DDX1,1653
VANG1_25093.96,0.078382401, ~ Study_group + (1|maskID),489.5892407,443.0039444,0.144252309,0.999937631,VANG1,81839
ACSA_25094.9,0.264528972, ~ Study_group + (1|maskID),3917.054963,3408.15813,0.200777098,0.999937631,ACSA,55902
SNCAP_25095.1,0.147960089, ~ Study_group + (1|maskID),1535.543444,1624.481426,-0.081229918,0.999937631,SNCAP,9627
MYPC2_25096.58,0.107106693, ~ Study_group + (1|maskID),448.5674074,429.8641852,0.061443884,0.999937631,MYPC2,4606
CAPS2_25099.4,0.545551969, ~ Study_group + (1|maskID),646.7250556,629.4774259,0.038997863,0.999937631,CAPS2,93664
CMIP_25100.11,0.453969505, ~ Study_group + (1|maskID),1569.346685,1664.319444,-0.084768273,0.999937631,CMIP,80790
ELP1_25102.23,0.382897462, ~ Study_group + (1|maskID),2524.235315,2783.542704,-0.141075809,0.999937631,ELP1,8518
VPS53_25103.45,0.155414558, ~ Study_group + (1|maskID),5577.901889,6481.614148,-0.216630581,0.999937631,VPS53,55275
TF2L1_25104.10,0.941290848, ~ Study_group + (1|maskID),6088.184333,6030.925278,0.01363268,0.999937631,TF2L1,29842
